说明：用户奖励 = 0.4 * 系统奖励 - 0.6 * 个体成本惩罚 (其中 个体成本 = 加权归一化时延 + 加权归一化能耗) | 无人机奖励 = 0.3 * 系统奖励 + 0.7 * (接近中心 + 覆盖 + 关联接客 - 越界惩罚 - 碰撞惩罚)
Step,Agent_Type,Agent_ID,System_Reward,System_Cumulative_Reward,Agent_Step_Total_Reward,Agent_Cumulative_Reward,w1_System_Reward,User_Cost_Penalty,Norm_Delay_Ratio,Norm_Energy_Ratio,w_Sys_Part_Reward,Proximity_Reward,Coverage_Reward,Association_Bonus,Boundary_Penalty,Collision_Penalty
0,USER,0,-0.5894910033352435,-0.5894910033352435,-1.2714041114863914,-1.2714041114863914,-0.2357964013340974,-1.035607710152294,1.3569283413945155,0.08141570048367093,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,1,-0.5894910033352435,-0.5894910033352435,-0.9333178520341889,-0.9333178520341889,-0.2357964013340974,-0.6975214507000915,1.0967318407234143,0.06580391044340486,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,2,-0.5894910033352435,-0.5894910033352435,-0.629927971704155,-0.629927971704155,-0.2357964013340974,-0.3941315703700576,0.619703726996946,0.037182223619816754,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,3,-0.5894910033352435,-0.5894910033352435,-0.8717978245384762,-0.8717978245384762,-0.2357964013340974,-0.6360014232043788,1.000002237742734,0.060000134264564034,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,4,-0.5894910033352435,-0.5894910033352435,-0.5290267910698346,-0.5290267910698346,-0.2357964013340974,-0.29323038973573723,0.4610540719115366,0.0276632443146922,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,5,-0.5894910033352435,-0.5894910033352435,-0.5286105085526656,-0.5286105085526656,-0.2357964013340974,-0.2928141072185682,0.359243957873491,0.047442302152298235,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,6,-0.5894910033352435,-0.5894910033352435,-0.7652552208705844,-0.7652552208705844,-0.2357964013340974,-0.529458819536487,0.8324824206548537,0.04994894523929122,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,7,-0.5894910033352435,-0.5894910033352435,-0.7200079668709434,-0.7200079668709434,-0.2357964013340974,-0.484211565536846,0.7596553275576715,0.04736394833707194,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,8,-0.5894910033352435,-0.5894910033352435,-0.8181167894090666,-0.8181167894090666,-0.2357964013340974,-0.5823203880749692,0.9155980944574988,0.05493588566744993,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,9,-0.5894910033352435,-0.5894910033352435,-0.5774789279680779,-0.5774789279680779,-0.2357964013340974,-0.3416825266339804,0.5372366770974535,0.032234200625847205,0.0,0.0,0.0,0.0,0.0,0.0
0,UAV,0,-0.5894910033352435,-0.5894910033352435,0.14115298620099126,0.14115298620099126,0.0,0.0,0.0,0.0,-0.17684730100057305,0.25428612457366334,0.0,0.2,0.0,0.0
0,UAV,1,-0.5894910033352435,-0.5894910033352435,0.0017657060753623333,0.0017657060753623333,0.0,0.0,0.0,0.0,-0.17684730100057305,0.2551614386799077,0.0,0.0,0.0,0.0
0,UAV,2,-0.5894910033352435,-0.5894910033352435,0.016366162514133226,0.016366162514133226,0.0,0.0,0.0,0.0,-0.17684730100057305,0.2760192335924376,0.0,0.0,0.0,0.0
1,USER,0,-0.39911317017270054,-0.988604173507944,-0.6531243238733969,-1.9245284353597882,-0.15964526806908022,-0.49347905580431667,0.6465920542509391,0.03879552325505635,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,1,-0.39911317017270054,-0.988604173507944,-0.3605507064268425,-1.2938685584610314,-0.15964526806908022,-0.2009054383577623,0.31588905402163886,0.01895334324129833,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,2,-0.39911317017270054,-0.988604173507944,-0.4643395148239582,-1.0942674865281132,-0.15964526806908022,-0.30469424675487794,0.4790790043315692,0.028744740259894146,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,3,-0.39911317017270054,-0.988604173507944,-0.7390574404331793,-1.6108552649716557,-0.15964526806908022,-0.5794121723640991,0.911025428245439,0.05466152569472632,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,4,-0.39911317017270054,-0.988604173507944,-0.8409037228594428,-1.3699305139292774,-0.15964526806908022,-0.6812584547903626,1.071161092437677,0.06426966554626061,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,5,-0.39911317017270054,-0.988604173507944,-0.6741944675422755,-1.202804976094941,-0.15964526806908022,-0.5145491994731953,0.6724058070340925,0.04224585890090104,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,6,-0.39911317017270054,-0.988604173507944,-0.40248610847560984,-1.1677413293461942,-0.15964526806908022,-0.2428408404065296,0.38182522076498365,0.022909513245899016,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,7,-0.39911317017270054,-0.988604173507944,-0.5679728893144189,-1.2879808561853623,-0.15964526806908022,-0.40832762124533867,0.6420245617065073,0.03852147370239044,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,8,-0.39911317017270054,-0.988604173507944,-0.8377721614518132,-1.6558889508608798,-0.15964526806908022,-0.678126893382733,1.0662372537464357,0.06397423522478615,0.0,0.0,0.0,0.0,0.0,0.0
1,USER,9,-0.39911317017270054,-0.988604173507944,-0.7248829125503294,-1.3023618405184072,-0.15964526806908022,-0.5652376444812492,0.8887384347189453,0.05332430608313672,0.0,0.0,0.0,0.0,0.0,0.0
1,UAV,0,-0.39911317017270054,-0.988604173507944,0.0634097056321261,0.20456269183311737,0.0,0.0,0.0,0.0,-0.11973395105181016,0.2616337952627661,0.0,0.0,0.0,0.0
1,UAV,1,-0.39911317017270054,-0.988604173507944,0.13436291360934677,0.1361286196847091,0.0,0.0,0.0,0.0,-0.11973395105181016,0.2629955209445099,0.0,0.1,0.0,0.0
1,UAV,2,-0.39911317017270054,-0.988604173507944,0.07978224511375435,0.09614840762788758,0.0,0.0,0.0,0.0,-0.11973395105181016,0.2850231373793779,0.0,0.0,0.0,0.0
2,USER,0,-0.7966332295578425,-1.7852374030657865,-1.0512065884850563,-2.9757350238448446,-0.31865329182313706,-0.7325532966619193,0.9598444662760998,0.05759066797656598,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,1,-0.7966332295578425,-1.7852374030657865,-0.5403257903531546,-1.834194348814186,-0.31865329182313706,-0.2216724985300176,0.3485416643553736,0.020912499861322417,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,2,-0.7966332295578425,-1.7852374030657865,-1.045198179688785,-2.139465666216898,-0.31865329182313706,-0.726544887865648,1.1423661758893837,0.068541970553363,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,3,-0.7966332295578425,-1.7852374030657865,-0.732610418836062,-2.3434656838077177,-0.31865329182313706,-0.4139571270129249,0.6275119187434149,0.06241662627812666,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,4,-0.7966332295578425,-1.7852374030657865,-0.5839129895862178,-1.9538435035154953,-0.31865329182313706,-0.2652596977630808,0.4170749964828315,0.025024499788969885,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,5,-0.7966332295578425,-1.7852374030657865,-0.6853902187468126,-1.8881951948417537,-0.31865329182313706,-0.3667369269236755,0.48052532353731064,0.02883151941223864,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,6,-0.7966332295578425,-1.7852374030657865,-1.0513660531513513,-2.219107382497546,-0.31865329182313706,-0.7327127613282143,1.1520640901387018,0.06912384540832212,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,7,-0.7966332295578425,-1.7852374030657865,-0.726794916993866,-2.0147757731792284,-0.31865329182313706,-0.40814162517072894,0.6415098670174163,0.03872617493379864,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,8,-0.7966332295578425,-1.7852374030657865,-1.0049873988221956,-2.6608763496830754,-0.31865329182313706,-0.6863341069990586,1.0791416776714757,0.06474850066028855,0.0,0.0,0.0,0.0,0.0,0.0
2,USER,9,-0.7966332295578425,-1.7852374030657865,-0.9868208812374216,-2.2891827217558287,-0.31865329182313706,-0.6681675894142846,1.050577970777177,0.06303467824663062,0.0,0.0,0.0,0.0,0.0,0.0
2,UAV,0,-0.7966332295578425,-1.7852374030657865,-0.050326176801360284,0.1542365150317571,0.0,0.0,0.0,0.0,-0.23898996886735274,0.2695197029514178,0.0,0.0,0.0,0.0
2,UAV,1,-0.7966332295578425,-1.7852374030657865,0.019537502575151078,0.15566612225986018,0.0,0.0,0.0,0.0,-0.23898996886735274,0.2693249592035769,0.0,0.1,0.0,0.0
2,UAV,2,-0.7966332295578425,-1.7852374030657865,0.03616421312979479,0.13231262075768235,0.0,0.0,0.0,0.0,-0.23898996886735274,0.2930774028530679,0.0,0.1,0.0,0.0
3,USER,0,-0.39310077565525514,-2.1783381787210416,-0.7849605714719261,-3.7606955953167707,-0.15724031026210206,-0.627720261209824,0.8213120387150717,0.05052165740968394,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,1,-0.39310077565525514,-2.1783381787210416,-0.43698389206522215,-2.2711782408794083,-0.15724031026210206,-0.2797435818031201,0.4398483990615096,0.02639090394369057,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,2,-0.39310077565525514,-2.1783381787210416,-0.663734934753767,-2.803200600970665,-0.15724031026210206,-0.5064946244916649,0.7963751957416116,0.04778251174449669,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,3,-0.39310077565525514,-2.1783381787210416,-0.8913976417610491,-3.234863325568767,-0.15724031026210206,-0.734157331498947,1.154335426885137,0.06926012561310821,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,4,-0.39310077565525514,-2.1783381787210416,-0.3352100375628161,-2.2890535410783115,-0.15724031026210206,-0.17796972730071406,0.2798266152526951,0.016789596915161707,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,5,-0.39310077565525514,-2.1783381787210416,-0.9863077281938158,-2.8745029230355694,-0.15724031026210206,-0.8290674179317138,1.086304268778451,0.06517825612670705,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,6,-0.39310077565525514,-2.1783381787210416,-0.5798680452123974,-2.7989754277099435,-0.15724031026210206,-0.4226277349502953,0.6645090172174455,0.03987054103304673,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,7,-0.39310077565525514,-2.1783381787210416,-0.6504781049596837,-2.665253878138912,-0.15724031026210206,-0.4932377946975817,0.7645244554772787,0.05753853568535763,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,8,-0.39310077565525514,-2.1783381787210416,-0.46443984379172853,-3.125316193474804,-0.15724031026210206,-0.3071995335296265,0.4830181344805448,0.028981088068832685,0.0,0.0,0.0,0.0,0.0,0.0
3,USER,9,-0.39310077565525514,-2.1783381787210416,-0.4422103872698227,-2.7313931090256514,-0.15724031026210206,-0.28497007700772065,0.4480661588171708,0.02688396952903025,0.0,0.0,0.0,0.0,0.0,0.0
3,UAV,0,-0.39310077565525514,-2.1783381787210416,0.07519110209120197,0.22942761712295906,0.0,0.0,0.0,0.0,-0.11793023269657654,0.2758876211253979,0.0,0.0,0.0,0.0
3,UAV,1,-0.39310077565525514,-2.1783381787210416,0.14692082698135778,0.302586949241218,0.0,0.0,0.0,0.0,-0.11793023269657654,0.2783586566827634,0.0,0.1,0.0,0.0
3,UAV,2,-0.39310077565525514,-2.1783381787210416,0.16354799313992918,0.29586061389761154,0.0,0.0,0.0,0.0,-0.11793023269657654,0.3021117511950082,0.0,0.1,0.0,0.0
4,USER,0,-0.3984122607926182,-2.57675043951366,-0.43487020879574384,-4.195565804112515,-0.1593649043170473,-0.27550530447869653,0.3609870341701999,0.02165922205021199,0.0,0.0,0.0,0.0,0.0,0.0
