说明：用户奖励 = 0.4 * 系统奖励 - 0.6 * 个体成本惩罚 (其中 个体成本 = 加权归一化时延 + 加权归一化能耗) | 无人机奖励 = 0.3 * 系统奖励 + 0.7 * (接近中心 + 覆盖 + 关联接客 - 越界惩罚 - 碰撞惩罚)
Step,Agent_Type,Agent_ID,System_Reward,System_Cumulative_Reward,Agent_Step_Total_Reward,Agent_Cumulative_Reward,w1_System_Reward,User_Cost_Penalty,Norm_Delay_Ratio,Norm_Energy_Ratio,w_Sys_Part_Reward,Proximity_Reward,Coverage_Reward,Association_Bonus,Boundary_Penalty,Collision_Penalty
0,USER,0,-4.259485437177888,-4.259485437177888,-4.741640999012883,-4.741640999012883,-1.7037941748711554,-3.037846824141728,4.558292299386541,0.5047857408496728,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,1,-4.259485437177888,-4.259485437177888,-2.2488180796537787,-2.2488180796537787,-1.7037941748711554,-0.5450239047826233,0.8569558251299109,0.051417349507794655,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,2,-4.259485437177888,-4.259485437177888,-2.074392538037986,-2.074392538037986,-1.7037941748711554,-0.37059836316683087,0.582701828878665,0.03496210973271989,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,3,-4.259485437177888,-4.259485437177888,-3.1084271197132742,-3.1084271197132742,-1.7037941748711554,-1.4046329448421189,2.2036870048993844,0.137367903170814,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,4,-4.259485437177888,-4.259485437177888,-5.530036041467262,-5.530036041467262,-1.7037941748711554,-3.826241866596106,5.0,1.3770697776601772,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,5,-4.259485437177888,-4.259485437177888,-2.4287557468222367,-2.4287557468222367,-1.7037941748711554,-0.7249615719510811,0.9498972378813956,0.05699383427288374,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,6,-4.259485437177888,-4.259485437177888,-4.353532346987133,-4.353532346987133,-1.7037941748711554,-2.649738172115977,3.9495921766634887,0.4666381101964731,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,7,-4.259485437177888,-4.259485437177888,-5.245605965304223,-5.245605965304223,-1.7037941748711554,-3.5418117904330675,5.0,0.9030196507217795,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,8,-4.259485437177888,-4.259485437177888,-5.813695450136178,-5.813695450136178,-1.7037941748711554,-4.109901275265023,5.0,0.7081962156458658,0.0,0.0,0.0,0.0,0.0,0.0
0,USER,9,-4.259485437177888,-4.259485437177888,-2.7352677662516527,-2.7352677662516527,-1.7037941748711554,-1.031473591380497,1.5100417648221518,0.20908088747867687,0.0,0.0,0.0,0.0,0.0,0.0
