Step,Sys_Time_Cost,Sys_Energy_J,Cum_Sys_Time_Cost,Cum_Sys_Energy_J,Objective_Value_Cost,mu_L,mu_E
0,107.55871186678092,455.69164938980083,107.55871186678092,455.69164938980083,335.4045365616813,1.0,0.5
1,61.042844517074435,438.63822663997024,168.60155638385535,894.3298760297711,280.36195783705955,1.0,0.5
2,90.21393657421781,445.07320097047943,258.81549295807315,1339.4030770002505,312.75053705945754,1.0,0.5
3,80.50155854791169,416.1921350511464,339.31705150598486,1755.5952120513969,288.5976260734849,1.0,0.5
4,76.85529878611128,406.4927816028915,416.17235029209616,2162.0879936542883,280.101689587557,1.0,0.5
5,117.45214213406044,471.7904479582945,533.6244924261566,2633.8784416125827,353.3473661132077,1.0,0.5
6,91.97067644066513,415.1004989974682,625.5951688668217,3048.978940610051,299.52092593939926,1.0,0.5
7,95.3718204174284,441.3102622986408,720.9669892842501,3490.2892029086915,316.0269515667488,1.0,0.5
8,85.57830137833508,413.0675865578515,806.5452906625851,3903.356789466543,292.11209465726085,1.0,0.5
9,79.16777211621584,445.10951800995036,885.7130627788009,4348.466307476493,301.722531121191,1.0,0.5
10,99.89473621292457,456.22082533824494,985.6077989917255,4804.687132814738,328.005148882047,1.0,0.5
11,112.00518893799008,435.22826784462256,1097.6129879297157,5239.915400659361,329.6193228603014,1.0,0.5
12,96.58052162925269,420.89649069138744,1194.1935095589683,5660.811891350748,307.0287669749464,1.0,0.5
13,86.3665596680517,423.863409350572,1280.56006922702,6084.675300701319,298.2982643433377,1.0,0.5
14,110.96636467961767,433.1843964380674,1391.5264339066377,6517.859697139387,327.55856289865136,1.0,0.5
15,97.40323830464864,414.703683838682,1488.9296722112863,6932.563380978069,304.75508022398964,1.0,0.5
16,97.35962537937223,445.3899554328143,1586.2892975906584,7377.953336410884,320.0546030957794,1.0,0.5
17,103.18992511675751,474.11724486391694,1689.4792227074158,7852.070581274801,340.248547548716,1.0,0.5
18,114.65814755686917,441.8058757996018,1804.137370264285,8293.876457074402,335.56108545667007,1.0,0.5
19,102.0547659242754,436.12949129616476,1906.1921361885604,8730.005948370566,320.1195115723578,1.0,0.5
20,93.46846641458504,445.8114906728684,1999.6606026031454,9175.817439043434,316.37421175101923,1.0,0.5
21,105.28941833524361,424.9489945116257,2104.950020938389,9600.76643355506,317.76391559105645,1.0,0.5
22,110.38280212172302,458.27955521636767,2215.3328230601123,10059.045988771428,339.52257972990685,1.0,0.5
23,109.55141722480923,468.51529935186056,2324.8842402849214,10527.561288123288,343.8090669007395,1.0,0.5
24,97.15371160534,445.9401686826587,2422.0379518902614,10973.501456805947,320.12379594666936,1.0,0.5
25,106.69423393599914,417.987210411869,2528.7321858262603,11391.488667217816,315.68783914193364,1.0,0.5
26,74.12909435021162,400.7219533711527,2602.861280176472,11792.210620588969,274.490071035788,1.0,0.5
27,114.07039636692114,462.6357517549136,2716.931676543393,12254.846372343882,345.38827224437796,1.0,0.5
28,107.25857149380614,427.4664270730048,2824.1902480371996,12682.312799416886,320.99178503030856,1.0,0.5
