step,agent_id,agent_type,total_reward,cumulative_reward,system_reward,neg_total_cost,penalty,w1_system,user_cost,neg_w2_cost,w_sys_part,assoc_reward_avg,boundary_pen,collision_pen,uav_individual,w_ind_part
0,0,user,-0.23505746787102905,-0.23505746787102905,-0.18784040669263205,,,-0.07513616267705282,0.26653550865662706,-0.15992130519397624,,,,,,
0,1,user,-0.6735753198568581,-0.6735753198568581,-0.18784040669263205,,,-0.07513616267705282,0.9973985952996756,-0.5984391571798053,,,,,,
0,2,user,-0.9784439103920339,-0.9784439103920339,-0.18784040669263205,,,-0.07513616267705282,1.505512912858302,-0.9033077477149811,,,,,,
0,3,user,-0.48645965042939227,-0.48645965042939227,-0.18784040669263205,,,-0.07513616267705282,0.6855391462538991,-0.41132348775233946,,,,,,
0,4,user,-0.33733993239806553,-0.33733993239806553,-0.18784040669263205,,,-0.07513616267705282,0.4370062828683545,-0.2622037697210127,,,,,,
0,5,user,-0.6393511099657295,-0.6393511099657295,-0.18784040669263205,,,-0.07513616267705282,0.9403582454811279,-0.5642149472886767,,,,,,
0,6,user,-0.5643012298678708,-0.5643012298678708,-0.18784040669263205,,,-0.07513616267705282,0.8152751119846966,-0.4891650671908179,,,,,,
0,7,user,-0.6626313690284832,-0.6626313690284832,-0.18784040669263205,,,-0.07513616267705282,0.979158677252384,-0.5874952063514304,,,,,,
0,8,user,-0.4870573925698016,-0.4870573925698016,-0.18784040669263205,,,-0.07513616267705282,0.6865353831545813,-0.41192122989274876,,,,,,
0,9,user,-0.23695992099332364,-0.23695992099332364,-0.18784040669263205,,,-0.07513616267705282,0.2697062638604514,-0.16182375831627083,,,,,,
0,10,uav,0.8647373622277373,0.8647373622277373,-0.18784040669263205,,,,,,-0.056352122007789614,,0.0,0.0,1.3158421203364672,0.921089484235527
0,11,uav,0.7048575164204298,0.7048575164204298,-0.18784040669263205,,,,,,-0.056352122007789614,,0.0,0.0,1.0874423406117422,0.7612096384282194
0,12,uav,0.6481425966815705,0.6481425966815705,-0.18784040669263205,,,,,,-0.056352122007789614,,0.0,0.0,1.0064210266990858,0.7044947186893601
1,0,user,-0.47658008884743863,-0.7116375567184676,-0.7730451197100233,,,-0.30921804788400936,0.27893673493904875,-0.16736204096342924,,,,,,
1,1,user,-1.2455786329992748,-1.919153952856133,-0.7730451197100233,,,-0.30921804788400936,1.5606009751921093,-0.9363605851152655,,,,,,
1,2,user,-1.138793255355803,-2.117237165747837,-0.7730451197100233,,,-0.30921804788400936,1.3826253457863225,-0.8295752074717935,,,,,,
1,3,user,-1.0447805250479343,-1.5312401754773266,-0.7730451197100233,,,-0.30921804788400936,1.2259374619398749,-0.7355624771639249,,,,,,
1,4,user,-0.5433566875132185,-0.880696619911284,-0.7730451197100233,,,-0.30921804788400936,0.39023106604868185,-0.2341386396292091,,,,,,
1,5,user,-0.6233862257771936,-1.2627373357429232,-0.7730451197100233,,,-0.30921804788400936,0.5236136298219738,-0.31416817789318424,,,,,,
1,6,user,-0.5937500755932559,-1.1580513054611266,-0.7730451197100233,,,-0.30921804788400936,0.4742200461820775,-0.2845320277092465,,,,,,
1,7,user,-1.028648174147048,-1.691279543175531,-0.7730451197100233,,,-0.30921804788400936,1.1990502104383978,-0.7194301262630386,,,,,,
1,8,user,-0.9791244404900867,-1.4661818330598884,-0.7730451197100233,,,-0.30921804788400936,1.1165106543434624,-0.6699063926060774,,,,,,
1,9,user,-0.6242341809683616,-0.8611941019616852,-0.7730451197100233,,,-0.30921804788400936,0.5250268884739203,-0.31501613308435217,,,,,,
1,10,uav,0.6368779856700072,1.5016153478977445,-0.7730451197100233,,,,,,-0.23191353591300698,,0.0,0.0,1.2411307451185918,0.8687915215830142
1,11,uav,0.6730944306274323,1.3779519470478623,-0.7730451197100233,,,,,,-0.23191353591300698,,0.0,0.0,1.2928685236291992,0.9050079665404394
1,12,uav,0.42674812303113463,1.0748907197127051,-0.7730451197100233,,,,,,-0.23191353591300698,,0.0,0.0,0.9409452270630596,0.6586616589441416
2,0,user,-1.4418521415018404,-2.153489698220308,-1.3084842278962237,,,-0.5233936911584894,1.5307640839055847,-0.9184584503433508,,,,,,
2,1,user,-1.5902969287929287,-3.5094508816490615,-1.3084842278962237,,,-0.5233936911584894,1.7781720627240658,-1.0669032376344394,,,,,,
2,2,user,-1.253939270700534,-3.371176436448371,-1.3084842278962237,,,-0.5233936911584894,1.2175759659034076,-0.7305455795420445,,,,,,
2,3,user,-1.1249337506046488,-2.6561739260819754,-1.3084842278962237,,,-0.5233936911584894,1.002566765743599,-0.6015400594461594,,,,,,
2,4,user,-0.8601449189306507,-1.7408415388419347,-1.3084842278962237,,,-0.5233936911584894,0.5612520462869356,-0.3367512277721613,,,,,,
2,5,user,-2.959383732196975,-4.222121067939899,-1.3084842278962237,,,-0.5233936911584894,4.059983401730809,-2.4359900410384854,,,,,,
2,6,user,-1.1563665864983426,-2.314417891959469,-1.3084842278962237,,,-0.5233936911584894,1.054954825566422,-0.6329728953398532,,,,,,
2,7,user,-1.053401008207662,-2.744680551383193,-1.3084842278962237,,,-0.5233936911584894,0.8833455284152876,-0.5300073170491725,,,,,,
2,8,user,-0.7675622446083536,-2.2337440776682422,-1.3084842278962237,,,-0.5233936911584894,0.40694758908310713,-0.24416855344986427,,,,,,
2,9,user,-1.5719349914469842,-2.4331290934086693,-1.3084842278962237,,,-0.5233936911584894,1.747568833814158,-1.0485413002884947,,,,,,
2,10,uav,0.38935280397755584,1.8909681518753003,-1.3084842278962237,,,,,,-0.3925452683688671,,0.0,0.0,1.1169972462091757,0.781898072346423
2,11,uav,0.2882930496555472,1.6662449967034094,-1.3084842278962237,,,,,,-0.3925452683688671,,0.0,0.0,0.9726261686063062,0.6808383180244143
2,12,uav,0.5628437933119468,1.637734513024652,-1.3084842278962237,,,,,,-0.3925452683688671,,0.0,0.0,1.364841516686877,0.9553890616808138
3,0,user,-0.840592553160731,-2.994082251381039,-0.6612884217929051,,,-0.2645153687171621,0.9601286407392816,-0.5760771844435689,,,,,,
3,1,user,-0.5264051467488027,-4.035856028397864,-0.6612884217929051,,,-0.2645153687171621,0.4364829633860678,-0.26188977803164065,,,,,,
3,2,user,-0.7163368715980359,-4.087513308046407,-0.6612884217929051,,,-0.2645153687171621,0.7530358381347898,-0.45182150288087386,,,,,,
3,3,user,-0.5582505911660911,-3.2144245172480668,-0.6612884217929051,,,-0.2645153687171621,0.4895587040815485,-0.2937352224489291,,,,,,
3,4,user,-0.6478344668605037,-2.3886760057024383,-0.6612884217929051,,,-0.2645153687171621,0.6388651635722361,-0.38331909814334164,,,,,,
3,5,user,-0.558103054613758,-4.780224122553657,-0.6612884217929051,,,-0.2645153687171621,0.4893128098276599,-0.29358768589659595,,,,,,
3,6,user,-0.8932162501698406,-3.2076341421293098,-0.6612884217929051,,,-0.2645153687171621,1.047834802421131,-0.6287008814526786,,,,,,
3,7,user,-1.015698625867437,-3.76037917725063,-0.6612884217929051,,,-0.2645153687171621,1.2519720952504583,-0.7511832571502749,,,,,,
3,8,user,-0.8443705360525469,-3.078114613720789,-0.6612884217929051,,,-0.2645153687171621,0.966425278892308,-0.5798551673353848,,,,,,
3,9,user,-1.078715291030036,-3.5118443844387053,-0.6612884217929051,,,-0.2645153687171621,1.3569998705214565,-0.8141999223128739,,,,,,
3,10,uav,0.6748431724433868,2.565811324318687,-0.6612884217929051,,,,,,-0.19838652653787153,,0.0,0.0,1.2474709985446548,0.8732296989812584
3,11,uav,0.48306747080654905,2.1493124675099584,-0.6612884217929051,,,,,,-0.19838652653787153,,0.0,0.0,0.9735057104920295,0.6814539973444206
3,12,uav,0.6946175473803595,2.3323520604050114,-0.6612884217929051,,,,,,-0.19838652653787153,,0.0,0.0,1.275720105597473,0.893004073918231
4,0,user,-0.635230599717257,-3.629312851098296,-1.2092879572742623,,,-0.48371518290970494,0.25252569467925357,-0.15151541680755212,,,,,,
4,1,user,-1.4229283803777413,-5.458784408775606,-1.2092879572742623,,,-0.48371518290970494,1.565355329113394,-0.9392131974680363,,,,,,
4,2,user,-0.9774282551250418,-5.064941563171448,-1.2092879572742623,,,-0.48371518290970494,0.8228551203588949,-0.4937130722153369,,,,,,
4,3,user,-1.0313474910781792,-4.245772008326246,-1.2092879572742623,,,-0.48371518290970494,0.9127205136141237,-0.5476323081684742,,,,,,
4,4,user,-1.0495752108699468,-3.438251216572385,-1.2092879572742623,,,-0.48371518290970494,0.9431000466004028,-0.5658600279602417,,,,,,
4,5,user,-3.7827519028037053,-8.562976025357361,-1.2092879572742623,,,-0.48371518290970494,5.4983945331566675,-3.2990367198940005,,,,,,
4,6,user,-1.1029957715046215,-4.310629913633932,-1.2092879572742623,,,-0.48371518290970494,1.0321343143248611,-0.6192805885949166,,,,,,
4,7,user,-1.00869236338974,-4.76907154064037,-1.2092879572742623,,,-0.48371518290970494,0.8749619674667249,-0.5249771804800349,,,,,,
4,8,user,-1.2168872383730431,-4.295001852093832,-1.2092879572742623,,,-0.48371518290970494,1.2219534257722304,-0.7331720554633382,,,,,,
4,9,user,-1.1833432221606337,-4.6951876065993385,-1.2092879572742623,,,-0.48371518290970494,1.166046732084881,-0.6996280392509286,,,,,,
4,10,uav,0.45546415364484644,3.0212754779635334,-1.2092879572742623,,,,,,-0.3627863871822787,,0.0,0.0,1.1689293440387503,0.8182505408271251
4,11,uav,0.3778049325492923,2.5271174000592507,-1.2092879572742623,,,,,,-0.3627863871822787,,0.0,0.0,1.05798759961653,0.740591319731571
4,12,uav,0.4804795849263663,2.8128316453313778,-1.2092879572742623,,,,,,-0.3627863871822787,,0.0,0.0,1.2046656744409214,0.843265972108645
5,0,user,-0.9396480487785462,-4.568960899876842,-2.0025265403370733,,,-0.8010106161348294,0.2310623877395281,-0.13863743264371686,,,,,,
5,1,user,-1.101719160747436,-6.560503569523042,-2.0025265403370733,,,-0.8010106161348294,0.5011809076876775,-0.3007085446126065,,,,,,
5,2,user,-4.973239711954145,-10.038181275125593,-2.0025265403370733,,,-0.8010106161348294,6.95371515969886,-4.172229095819316,,,,,,
5,3,user,-1.2018931352009519,-5.447665143527198,-2.0025265403370733,,,-0.8010106161348294,0.6681375317768707,-0.40088251906612243,,,,,,
5,4,user,-1.3569441998192726,-4.795195416391658,-2.0025265403370733,,,-0.8010106161348294,0.9265559728074052,-0.5559335836844431,,,,,,
5,5,user,-4.54199301605584,-13.104969041413202,-2.0025265403370733,,,-0.8010106161348294,6.234970666535018,-3.740982399921011,,,,,,
5,6,user,-0.9468538398912056,-5.257483753525137,-2.0025265403370733,,,-0.8010106161348294,0.2430720395939604,-0.14584322375637623,,,,,,
5,7,user,-1.3384457556553677,-6.107517296295738,-2.0025265403370733,,,-0.8010106161348294,0.8957252325342304,-0.5374351395205382,,,,,,
5,8,user,-1.340721008465597,-5.635722860559429,-2.0025265403370733,,,-0.8010106161348294,0.8995173205512794,-0.5397103923307677,,,,,,
5,9,user,-1.0267331860129156,-5.721920792612254,-2.0025265403370733,,,-0.8010106161348294,0.3762042831301438,-0.22572256987808628,,,,,,
5,10,uav,0.1989641547412494,3.2202396327047826,-2.0025265403370733,,,,,,-0.600757962101122,,0.0,0.0,1.1424601669176735,0.7997221168423714
5,11,uav,0.19204130757252913,2.71915870763178,-2.0025265403370733,,,,,,-0.600757962101122,,0.0,0.0,1.132570385248073,0.7927992696736511
5,12,uav,0.3900955924561743,3.202927237787552,-2.0025265403370733,,,,,,-0.600757962101122,,0.0,0.0,1.4155050779389948,0.9908535545572963
6,0,user,-0.7502506677011105,-5.319211567577953,-1.0203765074098419,,,-0.4081506029639368,0.5701667745619562,-0.3421000647371737,,,,,,
6,1,user,-1.1550174616755715,-7.715521031198613,-1.0203765074098419,,,-0.4081506029639368,1.2447780978527248,-0.7468668587116348,,,,,,
6,2,user,-0.7945538655642534,-10.832735140689847,-1.0203765074098419,,,-0.4081506029639368,0.6440054376671944,-0.38640326260031665,,,,,,
6,3,user,-1.2730035448580708,-6.720668688385269,-1.0203765074098419,,,-0.4081506029639368,1.4414215698235568,-0.8648529418941341,,,,,,
6,4,user,-0.8256161062639555,-5.620811522655613,-1.0203765074098419,,,-0.4081506029639368,0.6957758388333647,-0.4174655033000188,,,,,,
6,5,user,-0.8762398181252755,-13.981208859538478,-1.0203765074098419,,,-0.4081506029639368,0.7801486919355645,-0.46808921516133867,,,,,,
6,6,user,-1.1586490471186557,-6.416132800643792,-1.0203765074098419,,,-0.4081506029639368,1.2508307402578647,-0.7504984441547188,,,,,,
6,7,user,-1.0744059390567087,-7.181923235352446,-1.0203765074098419,,,-0.4081506029639368,1.1104255601546198,-0.6662553360927719,,,,,,
6,8,user,-1.118646867062154,-6.754369727621583,-1.0203765074098419,,,-0.4081506029639368,1.1841604401636956,-0.7104962640982173,,,,,,
6,9,user,-0.9806364387637724,-6.702557231376026,-1.0203765074098419,,,-0.4081506029639368,0.9541430596663927,-0.5724858357998356,,,,,,
6,10,uav,0.5753547177426616,3.7955943504474443,-1.0203765074098419,,,,,,-0.30611295222295254,,0.0,0.0,1.259239528522306,0.8814676699656141
6,11,uav,0.49325556995199893,3.212414277583779,-1.0203765074098419,,,,,,-0.30611295222295254,,0.0,0.0,1.141955031678502,0.7993685221749515
6,12,uav,0.49941360492515674,3.702340842712709,-1.0203765074098419,,,,,,-0.30611295222295254,,0.0,0.0,1.150752224497299,0.8055265571481093
