step,agent_id,agent_type,total_reward,cumulative_reward,system_reward,neg_total_cost,penalty,w1_system,user_cost,neg_w2_cost,w_sys_part,assoc_reward_avg,boundary_pen,collision_pen,uav_individual,w_ind_part
0,0,user,-0.7766856427347392,-0.7766856427347392,-0.6114445000129658,,,-0.24457780000518634,0.8868464045492547,-0.5321078427295528,,,,,,
0,1,user,-0.7449182298721475,-0.7449182298721475,-0.6114445000129658,,,-0.24457780000518634,0.8339007164449354,-0.5003404298669611,,,,,,
0,2,user,-0.49396236307821917,-0.49396236307821917,-0.6114445000129658,,,-0.24457780000518634,0.4156409384550548,-0.24938456307303286,,,,,,
0,3,user,-0.9604957741132681,-0.9604957741132681,-0.6114445000129658,,,-0.24457780000518634,1.1931966235134697,-0.7159179741080818,,,,,,
0,4,user,-1.077119592106721,-1.077119592106721,-0.6114445000129658,,,-0.24457780000518634,1.387569653502558,-0.8325417921015347,,,,,,
0,5,user,-0.7063084282673304,-0.7063084282673304,-0.6114445000129658,,,-0.24457780000518634,0.7695510471035735,-0.46173062826214406,,,,,,
0,6,user,-0.38835476579240474,-0.38835476579240474,-0.6114445000129658,,,-0.24457780000518634,0.2396282763120307,-0.1437769657872184,,,,,,
0,7,user,-0.6644637914286448,-0.6644637914286448,-0.6114445000129658,,,-0.24457780000518634,0.699809985705764,-0.4198859914234584,,,,,,
0,8,user,-0.9869602711538065,-0.9869602711538065,-0.6114445000129658,,,-0.24457780000518634,1.2373041185810336,-0.7423824711486201,,,,,,
0,9,user,-0.460022763725709,-0.460022763725709,-0.6114445000129658,,,-0.24457780000518634,0.35907493953420444,-0.21544496372052266,,,,,,
0,10,uav,0.5879264672710239,0.5879264672710239,-0.6114445000129658,,,,,,-0.18343335000388974,,0.0,0.0,1.1019425961070195,0.7713598172749137
0,11,uav,0.6713969674408278,0.6713969674408278,-0.6114445000129658,,,,,,-0.18343335000388974,,0.0,0.0,1.221186167778168,0.8548303174447175
0,12,uav,0.607443441645642,0.607443441645642,-0.6114445000129658,,,,,,-0.18343335000388974,,0.0,0.0,1.1298239880707597,0.7908767916495317
1,0,user,-0.9543099106441169,-1.7309955533788561,-1.427519415734484,,,-0.5710077662937936,0.6388369072505388,-0.3833021443503232,,,,,,
1,1,user,-3.911424729802274,-4.656342959674421,-1.427519415734484,,,-0.5710077662937936,5.567361605847467,-3.3404169635084804,,,,,,
1,2,user,-1.0372751421509283,-1.5312375052291474,-1.427519415734484,,,-0.5710077662937936,0.7771122930952246,-0.46626737585713474,,,,,,
1,3,user,-2.134229538395383,-3.094725312508651,-1.427519415734484,,,-0.5710077662937936,2.605369620169315,-1.563221772101589,,,,,,
1,4,user,-1.1072417261529568,-2.1843613182596777,-1.427519415734484,,,-0.5710077662937936,0.8937232664319388,-0.5362339598591632,,,,,,
1,5,user,-0.9304390432413827,-1.6367474715087131,-1.427519415734484,,,-0.5710077662937936,0.599052128245982,-0.3594312769475892,,,,,,
1,6,user,-1.2056509018618722,-1.5940056676542769,-1.427519415734484,,,-0.5710077662937936,1.0577385592801312,-0.6346431355680787,,,,,,
1,7,user,-0.8834071428268229,-1.5478709342554677,-1.427519415734484,,,-0.5710077662937936,0.5206656275550489,-0.3123993765330293,,,,,,
1,8,user,-0.9781983120388262,-1.9651585831926326,-1.427519415734484,,,-0.5710077662937936,0.6786509095750544,-0.4071905457450326,,,,,,
1,9,user,-0.9814273733845833,-1.4414501371102924,-1.427519415734484,,,-0.5710077662937936,0.6840326784846494,-0.4104196070907897,,,,,,
1,10,uav,0.42098178285878063,1.0089082501298046,-1.427519415734484,,,,,,-0.4282558247203452,,0.0,0.0,1.213196582255894,0.8492376075791258
1,11,uav,0.3014125343614271,0.9728095018022549,-1.427519415734484,,,,,,-0.4282558247203452,,0.0,0.0,1.0423833701168177,0.7296683590817723
1,12,uav,0.3864316202392113,0.9938750618848533,-1.427519415734484,,,,,,-0.4282558247203452,,0.0,0.0,1.1638392070850807,0.8146874449595565
2,0,user,-1.1797013291296214,-2.9106968825084776,-1.5614510375706927,,,-0.6245804150282771,0.9252015235022404,-0.5551209141013442,,,,,,
2,1,user,-0.8208509610712588,-5.47719392074568,-1.5614510375706927,,,-0.6245804150282771,0.3271175767383028,-0.19627054604298166,,,,,,
2,2,user,-0.7748302005309864,-2.3060677057601335,-1.5614510375706927,,,-0.6245804150282771,0.2504163091711821,-0.15024978550270926,,,,,,
2,3,user,-1.0307821585745103,-4.125507471083161,-1.5614510375706927,,,-0.6245804150282771,0.6770029059103888,-0.4062017435462333,,,,,,
2,4,user,-0.9935248899357274,-3.177886208195405,-1.5614510375706927,,,-0.6245804150282771,0.6149074581790839,-0.3689444749074503,,,,,,
2,5,user,-0.9226657040809164,-2.5594131755896297,-1.5614510375706927,,,-0.6245804150282771,0.49680881508773217,-0.2980852890526393,,,,,,
2,6,user,-1.0846281371614483,-2.678633804815725,-1.5614510375706927,,,-0.6245804150282771,0.7667462035552852,-0.46004772213317113,,,,,,
2,7,user,-3.3340932059544035,-4.881964140209871,-1.5614510375706927,,,-0.6245804150282771,4.5158546515435445,-2.7095127909261265,,,,,,
2,8,user,-1.0832623390745608,-3.0484209222671934,-1.5614510375706927,,,-0.6245804150282771,0.7644698734104729,-0.4586819240462837,,,,,,
2,9,user,-3.992883710686034,-5.434333847796326,-1.5614510375706927,,,-0.6245804150282771,5.613838826096262,-3.368303295657757,,,,,,
2,10,uav,0.24859263796954228,1.2575008880993468,-1.5614510375706927,,,,,,-0.4684353112712078,,0.0,0.0,1.0243256417725002,0.7170279492407501
2,11,uav,0.2688980520754996,1.2417075538777544,-1.5614510375706927,,,,,,-0.4684353112712078,,0.0,0.0,1.053333376209582,0.7373333633467074
2,12,uav,0.49043786625495484,1.4843129281398082,-1.5614510375706927,,,,,,-0.4684353112712078,,0.0,0.0,1.3698188250373753,0.9588731775261626
3,0,user,-1.1311962037291339,-4.041893086237612,-1.9813176919072668,,,-0.7925270767629068,0.5644485449437118,-0.33866912696622703,,,,,,
3,1,user,-2.3735036956052684,-7.850697616350949,-1.9813176919072668,,,-0.7925270767629068,2.6349610314039364,-1.5809766188423617,,,,,,
3,2,user,-1.3190286501075157,-3.6250963558676492,-1.9813176919072668,,,-0.7925270767629068,0.8775026222410146,-0.5265015733446088,,,,,,
3,3,user,-1.1931216403018774,-5.318629111385038,-1.9813176919072668,,,-0.7925270767629068,0.6676576058982842,-0.4005945635389705,,,,,,
3,4,user,-3.3535610849419037,-6.531447293137308,-1.9813176919072668,,,-0.7925270767629068,4.268390013631661,-2.561034008178997,,,,,,
3,5,user,-1.0251829452029224,-3.5845961207925523,-1.9813176919072668,,,-0.7925270767629068,0.3877597807333593,-0.23265586844001557,,,,,,
3,6,user,-1.0786021762169475,-3.7572359810326725,-1.9813176919072668,,,-0.7925270767629068,0.47679183242340123,-0.28607509945404075,,,,,,
3,7,user,-2.2336181236062607,-7.1155822638161315,-1.9813176919072668,,,-0.7925270767629068,2.40181841140559,-1.441091046843354,,,,,,
3,8,user,-1.2853076902428857,-4.333728612510079,-1.9813176919072668,,,-0.7925270767629068,0.8213010224666315,-0.49278061347997887,,,,,,
3,9,user,-1.429477954703064,-6.86381180249939,-1.9813176919072668,,,-0.7925270767629068,1.0615847965669287,-0.6369508779401573,,,,,,
3,10,uav,0.27241049857136024,1.529911386670707,-1.9813176919072668,,,,,,-0.5943953075721801,,0.0,0.0,1.2382940087764862,0.8668058061435403
3,11,uav,0.2001418633523412,1.4418494172300957,-1.9813176919072668,,,,,,-0.5943953075721801,,0.0,0.0,1.1350531013207448,0.7945371709245213
3,12,uav,0.14150086516215798,1.6258137933019663,-1.9813176919072668,,,,,,-0.5943953075721801,,0.0,0.0,1.0512802467633402,0.735896172734338
