step,agent_id,agent_type,total_reward,cumulative_reward,system_reward,neg_total_cost,penalty,w1_system,user_cost,neg_w2_cost,w_sys_part,assoc_reward_avg,boundary_pen,collision_pen,uav_individual,w_ind_part
0,0,user,-0.5142578825186666,-0.5142578825186666,-0.5976064486502137,,,-0.2390425794600855,0.45869217176430166,-0.275215303058581,,,,,,
0,1,user,-0.8109943708237783,-0.8109943708237783,-0.5976064486502137,,,-0.2390425794600855,0.9532529856061549,-0.5719517913636929,,,,,,
0,2,user,-0.42947517398014534,-0.42947517398014534,-0.5976064486502137,,,-0.2390425794600855,0.31738765753343307,-0.19043259452005984,,,,,,
0,3,user,-0.6558567703292252,-0.6558567703292252,-0.5976064486502137,,,-0.2390425794600855,0.6946903181152329,-0.4168141908691397,,,,,,
0,4,user,-0.9673862123427004,-0.9673862123427004,-0.5976064486502137,,,-0.2390425794600855,1.213906054804358,-0.7283436328826148,,,,,,
0,5,user,-0.9618345226832277,-0.9618345226832277,-0.5976064486502137,,,-0.2390425794600855,1.204653238705237,-0.7227919432231422,,,,,,
0,6,user,-0.4489452548662265,-0.4489452548662265,-0.5976064486502137,,,-0.2390425794600855,0.3498377923435684,-0.20990267540614102,,,,,,
0,7,user,-0.926422423172869,-0.926422423172869,-0.5976064486502137,,,-0.2390425794600855,1.1456330728546391,-0.6873798437127835,,,,,,
0,8,user,-0.4404408724133659,-0.4404408724133659,-0.5976064486502137,,,-0.2390425794600855,0.33566382158880065,-0.20139829295328038,,,,,,
0,9,user,-0.40445341541827096,-0.40445341541827096,-0.5976064486502137,,,-0.2390425794600855,0.2756847265969758,-0.16541083595818548,,,,,,
0,10,uav,0.5790221401975971,0.5790221401975971,-0.5976064486502137,,,,,,-0.1792819345950641,,0.0,0.0,1.0832915354180876,0.7583040747926613
0,11,uav,0.6226685743388253,0.6226685743388253,-0.5976064486502137,,,,,,-0.1792819345950641,,0.0,0.0,1.1456435841912707,0.8019505089338894
0,12,uav,0.5820056898669028,0.5820056898669028,-0.5976064486502137,,,,,,-0.1792819345950641,,0.0,0.0,1.0875537492313814,0.761287624461967
1,0,user,-0.9349783534115651,-1.4492362359302318,-0.8563471030095753,,,-0.34253884120383016,0.9873991870128915,-0.5924395122077349,,,,,,
1,1,user,-3.109351446453714,-3.9203458172774925,-0.8563471030095753,,,-0.34253884120383016,4.61135434208314,-2.766812605249884,,,,,,
1,2,user,-0.8386358847739064,-1.2681110587540516,-0.8563471030095753,,,-0.34253884120383016,0.8268284059501271,-0.4960970435700762,,,,,,
1,3,user,-0.7596894517767576,-1.415546222105983,-0.8563471030095753,,,-0.34253884120383016,0.6952510176215457,-0.4171506105729274,,,,,,
1,4,user,-0.9465689742371651,-1.9139551865798654,-0.8563471030095753,,,-0.34253884120383016,1.0067168883888917,-0.604030133033335,,,,,,
1,5,user,-0.872165851030475,-1.8340003737137027,-0.8563471030095753,,,-0.34253884120383016,0.8827116830444081,-0.5296270098266448,,,,,,
1,6,user,-0.5053973720376306,-0.9543426269038571,-0.8563471030095753,,,-0.34253884120383016,0.2714308847230007,-0.16285853083380042,,,,,,
1,7,user,-1.033578039131131,-1.9600004623040002,-0.8563471030095753,,,-0.34253884120383016,1.1517319965455017,-0.6910391979273011,,,,,,
1,8,user,-0.8599957606023523,-1.3004366330157182,-0.8563471030095753,,,-0.34253884120383016,0.862428198997537,-0.5174569193985221,,,,,,
1,9,user,-1.127933392516534,-1.532386807934805,-0.8563471030095753,,,-0.34253884120383016,1.3089909188545066,-0.785394551312704,,,,,,
1,10,uav,0.5221134466289862,1.1011355868265833,-0.8563471030095753,,,,,,-0.25690413090287256,,0.0,0.0,1.1128822536169412,0.7790175775318587
1,11,uav,0.49097247930292764,1.113641053641753,-0.8563471030095753,,,,,,-0.25690413090287256,,0.0,0.0,1.0683951574368575,0.7478766102058002
1,12,uav,0.5885139473143551,1.170519637181258,-0.8563471030095753,,,,,,-0.25690413090287256,,0.0,0.0,1.2077401117388968,0.8454180782172277
