Step,Sys_Time_Cost,Sys_Energy_J,Cum_Sys_Time_Cost,Cum_Sys_Energy_J,Objective_Value_Cost,mu_L,mu_E
0,20.16374989795436,383.9653105476634,20.16374989795436,383.9653105476634,212.14640517178606,1.0,0.5
1,34.94155473659679,389.5173854560474,55.10530463455115,773.4826960037108,229.7002474646205,1.0,0.5
2,27.148875617901883,386.9849476775136,82.25418025245304,1160.4676436812244,220.6413494566587,1.0,0.5
3,34.04005246756308,393.3942264274049,116.29423272001611,1553.8618701086293,230.7371656812655,1.0,0.5
4,21.628944001663918,408.40115212327044,137.92317672168002,1962.2630222318999,225.82952006329913,1.0,0.5
5,27.61955365527732,408.160945262443,165.54273037695734,2370.423967494343,231.70002628649883,1.0,0.5
6,41.36416770436399,397.7861061372365,206.90689808132134,2768.2100736315792,240.25722077298224,1.0,0.5
7,33.50511054822516,407.4334127329238,240.4120086295465,3175.643486364503,237.22181691468705,1.0,0.5
8,20.65624930635926,427.15552837036813,261.06825793590576,3602.7990147348714,234.23401349154332,1.0,0.5
9,22.096038447867006,387.947947008994,283.16429638377275,3990.7469617438655,216.070011952364,1.0,0.5
10,24.711605870736136,407.3103150452918,307.8759022545089,4398.057276789157,228.36676339338203,1.0,0.5
11,28.770117605803875,421.3055175446044,336.6460198603128,4819.3627943337615,239.42287637810608,1.0,0.5
12,29.895561750229017,385.981959071719,366.5415816105418,5205.34475340548,222.88654128608852,1.0,0.5
13,26.51846889006096,392.02800616813914,393.06005050060276,5597.372759573619,222.53247197413054,1.0,0.5
14,27.68788664087652,392.8925870074543,420.74793714147927,5990.265346581074,224.13418014460368,1.0,0.5
15,22.326200451812234,431.839978867296,443.0741375932915,6422.1053254483695,238.24618988546024,1.0,0.5
16,23.252074839069934,391.1335313387637,466.32621243236144,6813.238856787133,218.81884050845179,1.0,0.5
17,19.494786398732565,382.967389207477,485.820998831094,7196.20624599461,210.97848100247109,1.0,0.5
18,16.93230763833734,432.4811279981755,502.7533064694314,7628.687373992786,233.1728716374251,1.0,0.5
19,18.218648628542788,413.99488383199633,520.9719550979742,8042.682257824782,225.21609054454095,1.0,0.5
20,28.246075543620883,394.00283735050476,549.2180306415951,8436.685095175288,225.24749421887327,1.0,0.5
21,26.022942883711718,426.45661923767767,575.2409735253068,8863.141714412965,239.25125250255056,1.0,0.5
22,22.76038860683788,399.9688294945369,598.0013621321447,9263.110543907502,222.74480335410635,1.0,0.5
23,20.403961592247107,411.84050379269803,618.4053237243918,9674.9510477002,226.32421348859611,1.0,0.5
24,21.171599834092497,387.0438306386513,639.5769235584843,10061.994878338852,214.69351515341813,1.0,0.5
25,17.436656526150273,416.37218355250656,657.0135800846346,10478.367061891358,225.62274830240355,1.0,0.5
26,23.87561055212945,415.3960314697478,680.889190636764,10893.763093361105,231.57362628700335,1.0,0.5
27,24.524799670357268,447.5728766927579,705.4139903071214,11341.335970053864,248.31123801673624,1.0,0.5
28,24.695510733010025,393.07079461855784,730.1095010401314,11734.406764672422,221.23090804228895,1.0,0.5
29,28.338383429040583,417.0740797067535,758.447884469172,12151.480844379175,236.87542328241733,1.0,0.5
30,36.23775466751753,390.80857081803964,794.6856391366895,12542.289415197214,231.64204007653734,1.0,0.5
31,24.971335463175024,386.80057047154384,819.6569745998645,12929.089985668757,218.37162069894694,1.0,0.5
32,21.541416006507557,422.16450855435136,841.1983906063721,13351.254494223109,232.62367028368323,1.0,0.5
33,22.010997624636907,421.12284605122954,863.209388231009,13772.377340274339,232.57242065025167,1.0,0.5
34,23.89764239116486,398.96634932203466,887.1070306221739,14171.343689596373,223.38081705218218,1.0,0.5
35,23.519201287042836,382.3472928820709,910.6262319092167,14553.690982478443,214.6928477280783,1.0,0.5
36,25.19711274391137,442.3594112095611,935.8233446531281,14996.050393688005,246.3768183486919,1.0,0.5
37,23.80054456741419,436.07459714001925,959.6238892205422,15432.124990828024,241.83784313742382,1.0,0.5
38,35.45913843928027,426.6496500470356,995.0830276598225,15858.774640875059,248.78396346279806,1.0,0.5
39,26.25718791120677,438.5208098277064,1021.3402155710293,16297.295450702766,245.51759282505998,1.0,0.5
40,20.86551801926014,432.12329149056745,1042.2057335902894,16729.418742193335,236.92716376454388,1.0,0.5
41,30.407709504890576,435.48094449870734,1072.61344309518,17164.899686692042,248.14818175424426,1.0,0.5
42,25.64584391674085,403.4193740501781,1098.2592870119208,17568.319060742222,227.3555309418299,1.0,0.5
43,20.938939146084422,380.975253309741,1119.1982261580054,17949.294314051964,211.4265658009549,1.0,0.5
44,13.356928060201053,387.58233611818764,1132.5551542182063,18336.87665017015,207.14809611929488,1.0,0.5
45,25.63426429975563,421.7107386408428,1158.189418517962,18758.587388810993,236.48963362017702,1.0,0.5
46,23.439005064038554,405.9695118577978,1181.6284235820006,19164.55690066879,226.42376099293745,1.0,0.5
47,24.998840672876597,437.9202714866679,1206.6272642548772,19602.47717215546,243.95897641621053,1.0,0.5
48,24.59054000107712,387.5724449781872,1231.2178042559544,19990.04961713365,218.37676249017073,1.0,0.5
49,23.065197806542674,395.0736315100612,1254.2830020624972,20385.12324864371,220.60201356157327,1.0,0.5
50,21.760333629439124,388.4170039237931,1276.0433356919364,20773.540252567505,215.96883559133568,1.0,0.5
51,36.729888122790584,422.186286298005,1312.7732238147269,21195.72653886551,247.82303127179307,1.0,0.5
52,33.65586710413409,402.3313704766874,1346.429090918861,21598.0579093422,234.8215523424778,1.0,0.5
53,22.525553710650716,408.1463234799934,1368.9546446295117,22006.20423282219,226.5987154506474,1.0,0.5
54,24.852272182317318,409.269940520643,1393.806916811829,22415.474173342835,229.4872424426388,1.0,0.5
55,17.93224738348578,415.14524162340825,1411.7391641953147,22830.619414966244,225.5048681951899,1.0,0.5
56,31.98948286103688,402.3424176604467,1443.7286470563515,23232.96183262669,233.16069169126024,1.0,0.5
57,29.387395031971,489.03464725007836,1473.1160420883225,23721.99647987677,273.90471865701016,1.0,0.5
58,26.50861241001255,428.5125393630835,1499.624654498335,24150.509019239853,240.76488209155428,1.0,0.5
59,19.23573726299868,407.65026046623854,1518.8603917613339,24558.15927970609,223.06086749611794,1.0,0.5
