Step,UAV_ID,Pos_X,Pos_Y,Fly_Energy_J,Comp_Energy_J,Total_Energy_J,Cum_Energy_J
0,0,491.06885947306466,839.559918226269,132.72963818756108,0.0,132.72963818756108,132.72963818756108
0,1,207.42565077774827,334.73212488114154,135.21306216861683,0.045032995857108266,135.25809516447393,135.25809516447393
0,2,788.5559466437362,327.5622990094171,137.24231757631014,0.07353069603376916,137.3158482723439,137.3158482723439
1,0,499.6543284553626,827.8288736492152,136.0991537966387,0.0,136.0991537966387,268.82879198419977
1,1,220.1472928265337,342.21200249947225,137.14886828933092,1.5357487308608224,138.68461702019175,273.94271218466565
1,2,773.8550142268193,328.0829804442905,136.91836007603115,0.0,136.91836007603115,274.2342083483751
2,0,511.9781578145846,820.4552745480687,135.29918548841286,0.0,135.29918548841286,404.12797747261266
2,1,232.61424804811224,350.24683035822335,137.5134616405175,0.0,137.5134616405175,411.45617382518316
2,2,778.7217753719915,341.6446034314889,135.5104715279817,0.1117514737598906,135.6222230017416,409.8564313501167
3,0,503.04967670073864,808.8389367427706,136.63561765101846,0.0,136.63561765101846,540.7635951236311
3,1,237.04121458266204,348.0806326055828,144.08967398804046,0.0,144.08967398804046,555.5458478132236
3,2,763.803024626575,341.78531786343257,137.9514634088838,0.1733187913489562,138.12478220023274,547.9812135503494
4,0,499.3079961333622,795.122849900572,134.668271483125,0.027533799478653243,134.69580528260366,675.4594004062349
4,1,251.5755578532699,345.5532976303136,137.12340454900786,0.0,137.12340454900786,692.6692523622315
4,2,749.3497775168578,342.5160969356817,135.79775801393902,0.1545063639066387,135.95226437784567,683.9334779281951
5,0,496.234087824784,781.0538603636263,135.47646051570604,0.01736919929244844,135.4938297149985,810.9532301212333
5,1,264.2973096259201,344.5333271310321,129.51871810885933,0.0,129.51871810885933,822.1879704710909
5,2,740.2654445909379,343.2042168419852,126.6893902547974,0.1540698707700811,126.84346012556749,810.7769380537626
6,0,490.6268965185057,778.7111946088065,136.9706796237824,0.1502378430897014,137.1209174668721,948.0741475881055
6,1,273.3365729325755,348.53717420461476,126.0163285278816,0.0,126.0163285278816,948.2042989989725
6,2,727.2072612585503,344.8516812464096,130.70994664939724,0.024244901972541297,130.73419155136978,941.5111296051324
7,0,497.80983930714797,765.9660158670735,136.53453507662636,0.0,136.53453507662636,1084.6086826647318
7,1,281.47348807061485,361.0079419587506,137.8063628950299,0.0,137.8063628950299,1086.0106618940024
7,2,714.5950491941957,351.84487832343723,135.56835467920797,0.15866723183518672,135.72702191104315,1077.2381515161755
8,0,505.4438776611808,753.3523941014965,137.08173820863968,0.39947530556382194,137.4812135142035,1222.0898961789353
8,1,294.56153424408444,360.04380817666333,130.588709243879,0.5435050209412602,131.13221426482028,1217.1428761588227
8,2,701.1512663196486,353.97367198446784,132.2525926386021,0.02209512535617633,132.27468776395827,1209.512839280134
9,0,494.80119618002243,744.2461828954133,133.78532048119035,0.0,133.78532048119035,1355.8752166601257
9,1,307.1525204269893,367.37084185725524,136.241727931998,0.01849912114070925,136.26022705313872,1353.4031032119615
9,2,687.5096609878664,354.83127170133895,132.46429074074348,0.49297338678461783,132.9572641275281,1342.470103407662
10,0,504.6265068919694,733.375054944427,136.64554762512117,0.44398315467245253,137.08953077979362,1492.9647474399194
10,1,304.7841521095648,375.3776071616756,128.08282493292788,0.0,128.08282493292788,1481.4859281448894
10,2,673.9789388257511,354.96113921512267,131.96276809722067,0.0,131.96276809722067,1474.4328715048828
11,0,496.761913614285,720.9956732819036,136.70785293569548,0.31550604609570276,137.02335898179118,1629.9881064217107
11,1,312.2496468599557,384.478164156045,127.28974444220287,0.0,127.28974444220287,1608.7756725870922
11,2,659.6154753362,355.2054491997899,135.31812951160362,0.05986784829177495,135.3779973598954,1609.810868864778
12,0,491.0279227664161,716.4714990322634,131.266850195375,0.0055519663111957655,131.27240216168622,1761.2605085833968
12,1,313.00829087511585,385.7486257277811,165.62086861229028,0.0,165.62086861229028,1774.3965411993825
12,2,662.4767958753991,366.05371998205146,126.50734125137134,0.5242322244159351,127.03157347578728,1736.8424423405654
13,0,481.6418465189246,705.3985174044863,136.00058079997592,0.0,136.00058079997592,1897.2610893833728
13,1,321.1678444924631,392.986956294202,126.21261730384887,0.0,126.21261730384887,1900.6091585032314
13,2,648.9352705458123,368.3839007266134,132.7354601914272,0.33459830982863026,133.07005850125583,1869.9125008418212
14,0,474.0261212844731,694.5852721850185,130.9173675058134,0.055025264894028036,130.97239277070742,2028.2334821540803
14,1,330.0577328689847,398.98604698883815,126.09022271639537,0.1494250519150081,126.23964776831038,2026.8488062715417
14,2,634.4146683807179,369.45983548384265,136.20759599077488,0.09119162164603847,136.2987876124209,2006.211288454242
15,0,469.70735012204085,683.5023112437873,127.51064818741494,0.02357912090716907,127.53422730832212,2155.7677094624023
15,1,334.76261410083356,406.27257433505343,127.39801151316773,0.0,127.39801151316773,2154.2468177847095
15,2,627.3553850410216,382.0389713469449,135.583316962659,0.013111793200804049,135.59642875585982,2141.807717210102
16,0,483.5810113836367,678.4339378218119,137.2114009306146,0.031841652000538886,137.24324258261512,2293.0109520450173
16,1,337.50783235135566,411.49277753511586,137.9767248256475,0.0,137.9767248256475,2292.223542610357
16,2,614.1598342543097,388.71050101486975,137.28845835699826,0.1008511013887955,137.38930945838706,2279.1970266684893
17,0,494.6749448955518,668.80367770904,136.8247939849574,0.054258013686786885,136.8790519986442,2429.8900040436615
17,1,337.2552129868798,416.59704916510054,142.86814349773044,0.009730903077035268,142.87787440080749,2435.1014170111644
17,2,599.889954711604,390.38073915226784,135.32595506689557,0.18955019559427874,135.51550526248985,2414.7125319309794
18,0,488.9866183842936,656.082325926026,133.4957453245102,0.016422769638258623,133.51216809414848,2563.40217213781
18,1,343.56385599401204,425.8649994874375,126.49849703467841,0.04037783498464761,126.53887486966306,2561.6402918808276
18,2,590.4325825892797,393.3802390124948,126.00295902215811,0.25914373190580203,126.26210275406392,2540.9746346850434
19,0,481.2202440442814,647.802699188553,126.66534850813314,0.0,126.66534850813314,2690.067520645943
19,1,351.86853771146576,433.146900818219,126.32944136797393,0.5878093771327922,126.91725074510671,2688.5575426259343
19,2,576.1831032193351,396.6040140746482,136.43846409882536,0.15624577384418228,136.59470987266954,2677.569344557713
20,0,487.0552470258491,654.6257844707152,126.87862962412026,0.4987920912267764,127.37742171534704,2817.44494236129
20,1,356.04646557069054,429.997771540713,142.07052858082463,0.0,142.07052858082463,2830.6280712067587
20,2,566.893095189706,406.55869200419136,132.27049375402922,0.6982422970349697,132.96873605106418,2810.5380806087774
21,0,487.42454099468483,650.2395152883087,147.75606880015243,0.018052556557519226,147.77412135670994,2965.219063718
21,1,365.35332983069253,435.5081435147571,126.14658468395977,0.0,126.14658468395977,2956.7746558907183
21,2,555.3436402191978,407.81717217718864,127.03949253150296,0.2974966840150482,127.336989215518,2937.875069824295
22,0,490.3018381863466,641.4991447240582,126.57167783729447,1.3563360791961914,127.92801391649067,3093.147077634491
22,1,365.0484323630805,435.4256316130363,168.35593676964112,0.0,168.35593676964112,3125.1305926603595
22,2,541.5723099281039,411.05712621487413,134.36966026802887,0.005473521697324529,134.3751337897262,3072.2502036140213
23,0,490.5745781118632,627.5732569881553,133.46914002875457,0.07980455833625148,133.54894458709083,3226.6960222215816
23,1,371.36673950653744,443.46582038329746,125.948479708501,0.0,125.948479708501,3251.0790723688606
23,2,528.8438707671423,415.05232159332286,131.29874342742713,0.0017966115579661397,131.3005400389851,3203.5507436530065
24,0,486.4619260059146,623.2781027023154,137.69927844522292,0.0,137.69927844522292,3364.3953006668044
24,1,385.39874699269734,446.02428084302863,134.86767600963836,0.5937460642774364,135.4614220739158,3386.5404944427764
24,2,535.2352073761989,419.08349597427315,130.3585606420893,1.347163854722348,131.70572449681163,3335.256468149818
25,0,484.0949791687373,621.9979137221171,159.51251033303862,0.0052364003626392385,159.51774673340125,3523.9130474002054
25,1,392.4098418591837,446.47128555181524,132.37396936588516,0.03292845286812498,132.4068978187533,3518.94739226153
25,2,528.7353613196555,429.25090253741416,127.84644949237735,0.35074516623042684,128.19719465860777,3463.4536628084256
26,0,481.0770150162872,617.7008556335435,141.94595290143434,0.355112278140767,142.30106517957512,3666.2141125797807
26,1,391.57524037106816,444.6690699549786,163.41854889098474,0.0,163.41854889098474,3682.3659411525146
26,2,514.1474432033797,430.01491545954275,136.4304995025032,0.007138737575083884,136.4376382400783,3599.891301048504
27,0,479.50466901876837,616.9373221293114,164.52394429045995,0.09085253851680963,164.61479682897675,3830.8289094087577
27,1,395.18968377995554,443.14701503869543,151.1810482108961,0.0883759521793168,151.26942416307543,3833.63536531559
27,2,517.0183548424236,439.3527019585872,126.0712569114191,0.2498395794503701,126.32109649086946,3726.2123975393733
28,0,471.8679168894735,606.95525196893,128.9996721725785,1.583007483413683,130.5826796559922,3961.41158906475
28,1,402.2093558318694,447.3089881021477,128.54684656164906,1.7079979066589284,130.254844468308,3963.890209783898
28,2,525.0765937022369,440.5881413356633,128.56847453477565,0.18917409113453312,128.75764862591018,3854.9700461652837
29,0,471.69759021082166,604.5276001511274,161.03852337615663,0.4811131244641244,161.51963650062075,4122.93122556537
29,1,414.9940917796944,448.4484484472437,129.72358527623624,1.3903065402622794,131.11389181649852,4095.0041016003966
29,2,527.6277346772542,445.1069048431752,142.3493832638353,0.28725423196720923,142.63663749580252,3997.606683661086
30,0,465.52370955792526,593.7314863434569,128.67098592495108,0.0,128.67098592495108,4251.602211490322
30,1,419.9907379919053,461.1586685989197,132.421700418101,0.2664689528784181,132.68816937097944,4227.692270971376
