Step,UAV_ID,Pos_X,Pos_Y,Fly_Energy_J,Comp_Energy_J,Total_Energy_J,Cum_Energy_J
0,0,499.47835607177,836.4244810553537,132.15851204498082,0.6973789196664353,132.85589096464727,132.85589096464727
0,1,211.86341434437705,325.64363950003985,138.29062245672824,0.0,138.29062245672824,138.29062245672824
0,2,788.9372275330874,328.37996793850806,136.248449211812,0.0,136.248449211812,136.248449211812
1,0,495.2183248646262,822.3844568943165,136.7354389716555,0.01905629181324104,136.75449526346873,269.610386228116
1,1,221.63879752761136,336.8885273775096,137.85292304026015,0.0,137.85292304026015,276.1435454969884
1,2,775.439843681691,333.9470047649132,136.39502776944414,0.28827848663859906,136.68330625608274,272.93175546789473
2,0,500.9583016916451,809.1030772726551,135.78385381332058,0.10678543478692053,135.8906392481075,405.5010254762235
2,1,230.3798261244076,343.3262473238835,126.17430087051918,0.0,126.17430087051918,402.31784636750757
2,2,761.7900736689143,338.0222037238916,134.7885160901357,0.011064420618847418,134.79958051075454,407.73133597864927
3,0,493.61464563172757,797.918829671495,131.4314644024176,0.17622786960456632,131.60769227202215,537.1087177482457
3,1,233.77417778073465,357.6236441178355,136.8444108814982,0.23179711672888004,137.07620799822706,539.3940543657346
3,2,748.8561415948639,339.9784452574885,130.4556669304449,0.26440908741027547,130.72007601785518,538.4514119965045
4,0,489.09141570978136,783.7536488735072,137.70249120995138,0.0965300275460732,137.79902123749744,674.9077389857431
4,1,248.6589447094312,358.7840194038497,138.0045952311608,0.062246495226033455,138.06684172638683,677.4608960921214
4,2,735.6137645734655,346.290418685095,136.72425556361208,0.0483051773831942,136.77256074099526,675.2239727374997
5,0,491.2025655907169,772.5511933122672,126.72671048939523,0.005643302730413642,126.73235379212565,801.6400927778687
5,1,263.04707455250553,355.09154464109236,137.6254303006418,0.0,137.6254303006418,815.0863263927632
5,2,724.5341124855375,351.4191251786951,128.1455058805456,0.08164154957606888,128.22714743012168,803.4511201676214
6,0,482.2842723691078,761.1173175262086,135.93066043111511,0.008267019762293642,135.9389274508774,937.5790202287461
6,1,277.74539191081493,353.0305342284773,137.56442368985344,0.0,137.56442368985344,952.6507500826167
6,2,711.1011984537255,354.9240400254987,133.2865082961969,0.050636441210052216,133.33714473740696,936.7882649050284
7,0,481.9988049090585,748.6035015087365,128.86951792565995,0.0003935072475720488,128.86991143290751,1066.4489316616537
7,1,292.37941056032076,349.88781332603884,138.19629913121133,0.0,138.19629913121133,1090.847049213828
7,2,697.317810518682,356.0824474374234,133.0876189843484,0.05663418925780351,133.14425317360622,1069.9325180786345
8,0,482.92609049926216,736.658914608132,127.67345414001309,0.25563790967217426,127.92909204968527,1194.378023711339
8,1,297.64096231933644,349.3901274108886,141.72530465897182,0.0,141.72530465897182,1232.5723538727998
8,2,682.9146778329068,356.6111529734335,135.53030634525084,0.03969313405800883,135.56999947930885,1205.5025175579433
9,0,480.7446902654581,723.7457200294598,130.50278809879947,0.2139602662500956,130.71674836504957,1325.0947720763886
9,1,307.19101442677373,360.80242857724284,137.75832741994518,0.02919637717656871,137.78752379712174,1370.3598776699216
9,2,668.0699985414594,357.24377413240495,137.6442158198085,0.22113331361239272,137.8653491334209,1343.3678666913643
10,0,479.27145702081873,720.5473081451476,154.01612113148605,0.0,154.01612113148605,1479.1108932078746
10,1,319.4073462515842,367.4541921544862,133.39458215312192,0.27411718103744304,133.66869933415936,1504.028577004081
10,2,663.311858934785,358.22190030676416,144.57291566483997,0.0,144.57291566483997,1487.9407823562042
11,0,477.7222607249826,716.2821610523813,146.7950445226077,0.5935392124117335,147.38858373501944,1626.499476942894
11,1,332.8683230953494,373.2287971262556,136.61723431658606,0.0,136.61723431658606,1640.645811320667
11,2,662.9247165787056,367.80792628388133,126.18410440702101,0.08079003282692915,126.26489443984794,1614.205676796052
12,0,481.78339044598295,706.9138483041179,125.94864019064525,0.0,125.94864019064525,1752.4481171335392
12,1,334.99826157635465,388.0275243605508,138.11255027100617,0.2501705714638001,138.36272084246997,1779.008532163137
12,2,648.7323941282066,369.53638971368554,135.01563558048213,0.0,135.01563558048213,1749.2213123765341
13,0,480.0266207320846,694.873380525777,128.05639765618886,0.0,128.05639765618886,1880.504514789728
13,1,332.5172388003365,402.53457361467997,136.95470238744136,0.055488622893065505,137.0101910103344,1916.0187231734715
13,2,634.4973123683293,371.2167614084845,135.17756828642555,0.0,135.17756828642555,1884.3988806629598
14,0,483.119184419957,682.6178273390275,129.18587718667942,0.7164985038902344,129.90237569056964,2010.4068904802978
14,1,333.04138251586306,402.59699638233684,168.11667907751306,0.1599477985117975,168.27662687602486,2084.2953500494964
14,2,622.3207985601896,377.86721709463706,133.25356842164433,0.048194797963325604,133.30176321960766,2017.7006438825674
15,0,478.5530501958246,672.9743376653701,126.060814346467,0.09381984812516257,126.15463419459216,2136.56152467489
15,1,344.70032762221786,403.22832428450806,127.13167340903804,0.2488222011001564,127.3804956101382,2211.6758456596344
