Step,User_ID,Latency_s,Association,Offload_Ratio,Energy_J,Cum_Energy_J
0,0,3.3892055055661565,UAV_0,0.012871379290054873,0.36185760636561315,0.36185760636561315
0,1,3.445039005708676,Local,0.0,0.3445039005708676,0.3445039005708676
0,2,3.345209377416819,Local,0.0,0.3345209377416818,0.3345209377416818
0,3,1.3711870347812212,Local,0.0,0.1371187034781221,0.1371187034781221
0,4,4.240153553861358,Local,0.0,0.42401535538613583,0.42401535538613583
0,5,4.734827422008824,UAV_2,0.02971038211830065,0.5580688856030884,0.5580688856030884
0,6,3.0332294045113692,Local,0.0,0.3033229404511369,0.3033229404511369
0,7,3.3528293923316186,Local,0.0,0.3352829392331619,0.3352829392331619
0,8,2.6679595562930762,Local,0.0,0.2667959556293076,0.2667959556293076
0,9,3.823619702676263,Local,0.0,0.38236197026762625,0.38236197026762625
1,0,1.3259453559922607,Local,0.0,0.13259453559922604,0.4944521419648392
1,1,4.503773949413191,UAV_1,0.0018510998107854938,0.45592914360518355,0.8004330441760512
1,2,1.3684386948521101,Local,0.0,0.13684386948521102,0.4713648072268928
1,3,1.9899557704127835,UAV_2,0.02674135068607326,0.310224796778139,0.44734350025626113
1,4,1.0107430260831396,Local,0.0,0.10107430260831395,0.5250896579944497
1,5,0.7301456837104936,UAV_2,0.004624934666459631,0.07910005508185165,0.6371689406849401
1,6,1.6504043914485096,Local,0.0,0.16504043914485095,0.46836337959598784
1,7,1.5195671603416463,UAV_0,0.017933235041721278,0.17344033550123247,0.5087232747343944
1,8,3.3718911856779314,Local,0.0,0.3371891185677931,0.6039850741971007
1,9,1.1409060572243488,Local,0.0,0.11409060572243487,0.4964525759900611
2,0,3.1361852158741237,Local,0.0,0.3136185215874123,0.8080706635522515
2,1,3.331353905807209,Local,0.0,0.3331353905807209,1.133568434756772
2,2,2.367113591154884,Local,0.0,0.23671135911548835,0.7080761663423811
2,3,4.263999821193778,Local,0.0,0.4263999821193777,0.8737434823756388
2,4,1.1131360613094594,Local,0.0,0.11131360613094593,0.6364032641253956
2,5,1.0479328887345314,UAV_1,0.025830107751369104,0.11239455990254665,0.7495635005874868
2,6,1.9014857193758872,Local,0.0,0.19014857193758872,0.6585119515335766
2,7,1.4990382758645762,Local,0.0,0.1499038275864576,0.658627102320852
2,8,1.1729183604740396,Local,0.0,0.11729183604740395,0.7212769102445047
2,9,2.098735685548861,UAV_2,0.0024907828330038395,0.21292472437042684,0.709377300360488
3,0,3.4739125029424494,Local,0.0,0.3473912502942449,1.1554619138464965
3,1,1.6547228715087652,Local,0.0,0.1654722871508765,1.2990407219076485
3,2,1.8043959149565318,Local,0.0,0.18043959149565314,0.8885157578380343
3,3,15.0,UAV_2,0.858044575761488,3.8041881604224606,4.677931642798099
3,4,3.887836157103772,Local,0.0,0.3887836157103771,1.0251868798357728
3,5,2.2038537012687067,UAV_2,0.0078859906826718,0.2562543305760499,1.0058178311635366
3,6,1.7033470853746804,UAV_2,0.009466874412862857,0.18292690034754872,0.8414388518811253
3,7,1.524124815525061,Local,0.0,0.1524124815525061,0.8110395838733581
3,8,3.0748332940123535,Local,0.0,0.3074833294012353,1.02876023964574
3,9,1.4528577867822823,Local,0.0,0.14528577867822823,0.8546630790387162
4,0,3.111667388676344,Local,0.0,0.3111667388676344,1.466628652714131
4,1,2.0259980950828984,Local,0.0,0.20259980950828985,1.5016405314159385
4,2,2.201406254013166,Local,0.0,0.22014062540131657,1.1086563832393508
4,3,5.186355710849725,UAV_2,0.25294577556457076,0.4714221005945684,5.149353743392668
4,4,2.278274460598783,Local,0.0,0.2278274460598783,1.2530143258956512
4,5,2.043091117491433,UAV_2,0.016978209466371096,0.2474254700606925,1.253243301224229
4,6,2.243709293345088,UAV_1,0.010059906765847526,0.24723463592946987,1.0886734878105953
4,7,0.6668879953751855,Local,0.0,0.06668879953751855,0.8777283834108767
4,8,1.8196775565888532,UAV_1,0.0189980884837445,0.20559566547103547,1.2343559051167756
4,9,1.408449935890089,Local,0.0,0.1408449935890089,0.9955080726277251
5,0,1.1063553103015342,UAV_1,0.006728668969518057,0.11344462659870919,1.5800732793128403
5,1,2.429277652355105,Local,0.0,0.2429277652355105,1.7445682966514489
5,2,3.7456291021604184,Local,0.0,0.3745629102160418,1.4832192934553925
5,3,2.176192653222696,Local,0.0,0.21761926532226958,5.366973008714938
5,4,0.9389557708828463,Local,0.0,0.09389557708828462,1.3469099029839358
5,5,4.2673591158554105,Local,0.0,0.4267359115855409,1.67997921280977
5,6,2.3686152751390708,Local,0.0,0.23686152751390707,1.3255350153245022
5,7,3.4430408806456865,Local,0.0,0.34430408806456864,1.2220324714754454
5,8,1.55100914120993,UAV_0,0.17347868958218823,0.26917557397793074,1.5035314790947063
5,9,1.7268916607288898,Local,0.0,0.17268916607288895,1.168197238700614
6,0,3.5079909335040576,Local,0.0,0.3507990933504057,1.930872372663246
6,1,1.533517289024818,Local,0.0,0.15335172890248178,1.8979200255539306
6,2,2.9320865838291765,Local,0.0,0.2932086583829176,1.7764279518383101
6,3,0.9555192275811873,Local,0.0,0.09555192275811872,5.462524931473056
6,4,2.687136370318826,Local,0.0,0.26871363703188256,1.6156235400158183
6,5,2.2335849113339914,UAV_2,0.002232706805850402,0.22697565850509258,1.9069548713148625
6,6,1.8584324198008269,UAV_2,0.08240341396266472,0.2986295298134204,1.6241645451379227
6,7,1.7276493506300294,Local,0.0,0.17276493506300294,1.3947974065384483
6,8,1.4620866555061134,Local,0.0,0.1462086655506113,1.6497401446453175
6,9,0.84124796392013,Local,0.0,0.08412479639201301,1.2523220350926272
7,0,0.995896199065816,UAV_0,0.049013213992203,0.14206045263987085,2.0729328253031167
7,1,1.460729757204145,Local,0.0,0.14607297572041447,2.043993001274345
7,2,4.954255214369311,UAV_2,0.11691199262756083,0.2815574343299503,2.0579853861682604
7,3,7.182344577861503,UAV_1,0.7871094377358754,0.835905860202841,6.298430791675897
7,4,2.699898773160688,Local,0.0,0.26998987731606877,1.885613417331887
7,5,2.876385834006959,UAV_2,0.04647676042831489,0.36219843341964375,2.2691533047345063
7,6,3.111381473318924,UAV_1,0.04144753133189345,0.4207454671208176,2.0449100122587405
7,7,2.8690336313074383,UAV_0,0.009957009720460075,0.30467330489063915,1.6994707114290875
7,8,3.2265491276059093,Local,0.0,0.3226549127605909,1.9723950574059084
7,9,2.936432538528906,Local,0.0,0.2936432538528906,1.5459652889455178
8,0,1.0529208917114439,Local,0.0,0.10529208917114438,2.178224914474261
8,1,2.5185598651650367,UAV_0,0.0022282105312137115,0.25293341844864103,2.296926419722986
8,2,0.6889978099222981,Local,0.0,0.0688997809922298,2.12688516716049
8,3,2.5037314701419016,Local,0.0,0.2503731470141901,6.548803938690087
8,4,2.7900822817759474,Local,0.0,0.2790082281775947,2.1646216455094818
8,5,1.3346845272060726,UAV_2,0.0031722063333260867,0.13467525554828907,2.403828560282795
8,6,2.475184665056386,Local,0.0,0.24751846650563855,2.292428478764379
8,7,2.7963864237655587,Local,0.0,0.27963864237655583,1.9791093538056432
8,8,1.3998160246325118,Local,0.0,0.13998160246325117,2.1123766598691596
8,9,1.3657714617366166,Local,0.0,0.13657714617366165,1.6825424351191793
9,0,1.3900784890589315,Local,0.0,0.13900784890589316,2.317232763380154
9,1,3.1538971903157007,UAV_1,0.009017769290208309,0.3290152325130323,2.6259416522360186
9,2,1.7153207797117747,Local,0.0,0.17153207797117745,2.2984172451316676
9,3,1.2896282436562536,UAV_2,0.032063259577131735,0.1611855579202216,6.709989496610309
9,4,1.4450345161596136,Local,0.0,0.14450345161596134,2.309125097125443
9,5,1.5805439053392927,UAV_2,0.010069940929396564,0.16666884702929272,2.5704974073120876
9,6,2.4376614106706667,Local,0.0,0.24376614106706665,2.536194619831446
9,7,2.1305371508089994,Local,0.0,0.21305371508089993,2.192163068886543
9,8,2.292783425163316,Local,0.0,0.22927834251633158,2.341655002385491
9,9,1.1053569754943464,Local,0.0,0.11053569754943464,1.793078132668614
10,0,2.3441135524174803,UAV_2,0.020459794084483233,0.26021277660361647,2.5774455399837706
