Step,Sys_Time_Cost,Sys_Energy_J,Cum_Sys_Time_Cost,Cum_Sys_Energy_J,Objective_Value_Cost,mu_L,mu_E
0,23.044526161458762,415.5049430260512,23.044526161458762,415.5049430260512,230.79699767448437,1.0,0.5
1,20.102237670185524,392.6990096268121,43.146763831644286,808.2039526528633,216.45174248359157,1.0,0.5
2,18.880093982177016,410.9446634091585,62.0268578138213,1219.1486160620218,224.35242568675628,1.0,0.5
3,22.210272280360755,398.8316162206155,84.23713009418205,1617.9802322826372,221.6260803906685,1.0,0.5
4,24.530123412349706,426.88124280451876,108.76725350653176,2044.861475087156,237.97074481460908,1.0,0.5
5,24.101003647565552,393.1202376990929,132.8682571540973,2437.981712786249,220.66112249711202,1.0,0.5
6,24.62389796628476,423.7568945055789,157.49215512038205,2861.738607291828,236.5023452190742,1.0,0.5
7,21.33327402077654,396.22035252619924,178.8254291411586,3257.9589598180273,219.44345028387616,1.0,0.5
8,29.288756475810533,395.4421706691235,208.11418561696914,3653.401130487151,227.0098418103723,1.0,0.5
9,23.598235011501895,394.76467607132577,231.71242062847102,4048.165806558477,220.98057304716477,1.0,0.5
10,22.399001804266106,405.70541157835174,254.11142243273713,4453.871218136829,225.25170759344198,1.0,0.5
11,26.668357657869535,394.6918804351944,280.77978009060666,4848.563098572024,224.01429787546672,1.0,0.5
12,21.32531916746883,415.7190677348841,302.1050992580755,5264.282166306908,229.18485303491087,1.0,0.5
13,24.42550002700284,402.9884539674956,326.5305992850783,5667.270620274404,225.91972701075065,1.0,0.5
14,23.27665008897079,389.5561735423684,349.8072493740491,6056.826793816772,218.054736860155,1.0,0.5
15,23.17196114821882,426.3288372720731,372.9792105222679,6483.1556310888445,236.33637978425537,1.0,0.5
16,20.393900635338706,389.6523977647775,393.3731111576066,6872.808028853622,215.22009951772745,1.0,0.5
17,18.45843914358201,396.88643208860225,411.8315503011886,7269.694460942224,216.90165518788314,1.0,0.5
18,20.654632034071092,392.1414606406115,432.4861823352597,7661.835921582836,216.72536235437684,1.0,0.5
19,22.954576508911757,413.09545078643714,455.44075884417146,8074.931372369273,229.50230190213034,1.0,0.5
20,18.554638205083236,393.71638562232295,473.9953970492547,8468.647757991595,215.4128310162447,1.0,0.5
21,15.606443745388036,428.3100739259227,489.6018407946427,8896.957831917518,229.7614807083494,1.0,0.5
22,27.0590625180613,398.20761810730113,516.660903312704,9295.165450024819,226.16287157171186,1.0,0.5
23,21.844832979718788,415.2815368102962,538.5057362924229,9710.446986835115,229.48560138486687,1.0,0.5
24,22.94007305336748,485.4229752239224,561.4458093457903,10195.869962059038,265.65156066532865,1.0,0.5
25,18.253593967380123,391.0558016896935,579.6994033131704,10586.925763748732,213.78149481222687,1.0,0.5
26,23.881794637034503,397.08216907934855,603.5811979502049,10984.00793282808,222.42287917670876,1.0,0.5
