Step,Sys_Time_Cost,Sys_Energy_J,Cum_Sys_Time_Cost,Cum_Sys_Energy_J,Objective_Value_Cost,mu_L,mu_E
0,24.03102802802474,393.83795189051835,24.03102802802474,393.83795189051835,220.9500039732839,1.0,0.5
1,28.453242450185034,399.1184521196419,52.48427047820977,792.9564040101602,228.012468510006,1.0,0.5
2,23.76045469871361,392.6540816005613,76.24472517692338,1185.6104856107215,220.08749549899426,1.0,0.5
3,23.83317664344143,400.32170049618054,100.07790182036481,1585.932186106902,223.9940268915317,1.0,0.5
4,23.90059920492333,394.6006480706619,123.97850102528815,1980.532834177564,221.2009232402543,1.0,0.5
5,24.901874766798052,403.4016213734649,148.8803757920862,2383.934455551029,226.60268545353048,1.0,0.5
6,21.602028620399768,389.1432526849866,170.48240441248598,2773.0777082360155,216.17365496289307,1.0,0.5
7,20.67884767193678,395.66039536426786,191.16125208442276,3168.7381036002835,218.5090453540707,1.0,0.5
8,19.08500644408155,395.00274050929545,210.2462585285043,3563.740844109579,216.58637669872928,1.0,0.5
9,21.467520283863855,416.98543210478124,231.71377881236816,3980.72627621436,229.96023633625447,1.0,0.5
10,24.39535030540942,389.99969171016943,256.10912911777757,4370.72596792453,219.39519616049412,1.0,0.5
11,22.610755655789177,395.8057489088392,278.7198847735667,4766.5317168333695,220.51363011020877,1.0,0.5
12,20.32148038777633,386.39307778028353,299.04136516134304,5152.924794613653,213.51801927791809,1.0,0.5
13,28.03362094797645,404.0689183860444,327.07498610931947,5556.993712999697,230.06808014099866,1.0,0.5
14,20.661221465217547,391.6625927755124,347.736207574537,5948.656305775209,216.49251785297375,1.0,0.5
15,20.369089889272843,393.556936114574,368.10529746380985,6342.213241889784,217.14755794655986,1.0,0.5
16,25.44670606028725,399.73270894231143,393.5520035240971,6741.945950832095,225.31306053144297,1.0,0.5
17,20.142301336490526,397.6280965524192,413.6943048605876,7139.574047384514,218.95634961270014,1.0,0.5
