Step,User_ID,Latency_s,Association,Offload_Ratio,Allocated_Freq_Hz,Energy_J,Cum_Energy_J
0,0,3.826956628051959,Local,0.0,0.0,0.38269566280519585,0.38269566280519585
0,1,2.1364382067319427,UAV_0,0.010235154600100325,1082859136.0,0.25756491781275226,0.25756491781275226
0,2,2.460649569239097,Local,0.0,0.0,0.24606495692390964,0.24606495692390964
0,3,3.885388897603962,UAV_2,0.17330432801408457,233342784.0,0.5080350110870988,0.5080350110870988
0,4,11.319836169601338,UAV_1,0.4420572525867203,368346432.0,1.7986994315623834,1.7986994315623834
0,5,3.47385287539368,Local,0.0,0.0,0.34738528753936804,0.34738528753936804
0,6,2.183721730637033,Local,0.0,0.0,0.2183721730637033,0.2183721730637033
0,7,2.146203701421079,UAV_0,0.2730712184116627,1043615360.0,0.45524138508602546,0.45524138508602546
0,8,0.9327696166699717,Local,0.0,0.0,0.09327696166699716,0.09327696166699716
0,9,1.2408071162091896,Local,0.0,0.0,0.12408071162091897,0.12408071162091897
1,0,0.9515406173257873,Local,0.0,0.0,0.09515406173257873,0.4778497245377746
1,1,1.0393853325929048,Local,0.0,0.0,0.10393853325929045,0.36150345107204274
1,2,1.3592020367128375,Local,0.0,0.0,0.13592020367128374,0.3819851605951934
1,3,2.5369872195889696,UAV_1,0.019862691736722036,3181069312.0,0.37995295241791127,0.8879879635050101
1,4,1.1411377204146,Local,0.0,0.0,0.11411377204146002,1.9128132036038434
1,5,2.927541741469993,Local,0.0,0.0,0.2927541741469993,0.6401394616863674
1,6,1.210476579157972,Local,0.0,0.0,0.12104765791579718,0.33941983097950046
1,7,2.6337061978394174,UAV_1,0.12281499303150703,650938368.0,0.6210455057222993,1.0762868908083247
1,8,4.233684652225252,Local,0.0,0.0,0.4233684652225251,0.5166454268895222
1,9,1.9853618342543102,Local,0.0,0.0,0.198536183425431,0.32261689504634994
2,0,1.826933507794417,Local,0.0,0.0,0.1826933507794417,0.6605430753172163
2,1,1.3863347939908226,Local,0.0,0.0,0.13863347939908224,0.500136930471125
2,2,1.3770479321262825,Local,0.0,0.0,0.1377047932126282,0.5196899538078216
2,3,5.405680366348901,UAV_1,0.22556001784705262,490717472.0,1.0349043787530119,1.922892342258022
2,4,1.5436782303647565,Local,0.0,0.0,0.15436782303647564,2.067181026640319
2,5,3.2040722378762285,UAV_2,0.0837544556236954,913299328.0,0.6618807251905932,1.3020201868769605
2,6,3.4690750556009524,Local,0.0,0.0,0.3469075055600952,0.6863273365395957
2,7,1.7308196959907065,Local,0.0,0.0,0.17308196959907063,1.2493688604073954
2,8,2.67476794206919,Local,0.0,0.0,0.267476794206919,0.7841222210964411
2,9,4.786065281884845,Local,0.0,0.0,0.4786065281884844,0.8012234232348343
3,0,4.094245568232492,Local,0.0,0.0,0.4094245568232492,1.0699676321404654
3,1,1.8020267914619548,Local,0.0,0.0,0.18020267914619548,0.6803396096173204
3,2,1.5990064177675287,Local,0.0,0.0,0.15990064177675287,0.6795905955845745
3,3,2.481967796619529,Local,0.0,0.0,0.2481967796619529,2.171089121919975
3,4,0.7913548672846584,Local,0.0,0.0,0.07913548672846585,2.146316513368785
3,5,2.982211182619994,UAV_2,0.3696807269848139,372532096.0,0.4668165369126278,1.7688367237895883
3,6,3.190130459886833,Local,0.0,0.0,0.3190130459886833,1.005340382528279
3,7,2.1253890736598224,Local,0.0,0.0,0.21253890736598222,1.4619077677733776
3,8,2.721139839115096,Local,0.0,0.0,0.2721139839115096,1.0562362050079508
3,9,1.278602520610724,Local,0.0,0.0,0.1278602520610724,0.9290836752959067
4,0,1.6457325071528075,Local,0.0,0.0,0.16457325071528073,1.2345408828557463
4,1,2.2148829109991963,UAV_1,0.0351942530904452,4616885760.0,0.2338148413120122,0.9141544509293327
4,2,2.626531380229203,Local,0.0,0.0,0.2626531380229203,0.9422437336074947
4,3,1.6343898034667816,Local,0.0,0.0,0.16343898034667814,2.334528102266653
4,4,2.5682885712617662,Local,0.0,0.0,0.25682885712617665,2.4031453704949617
4,5,2.7900252894071422,Local,0.0,0.0,0.2790025289407142,2.0478392527303027
4,6,2.2969319879889345,Local,0.0,0.0,0.2296931987988934,1.2350335813271724
4,7,2.031550190191885,Local,0.0,0.0,0.20315501901918848,1.665062786792566
