Step,User_ID,Latency_s,Association,Offload_Ratio,Allocated_Freq_Hz,Energy_J,Cum_Energy_J
0,0,14.109175372190222,UAV_1,0.3802533561882208,475148064.0,2.6286569740456107,2.6286569740456107
0,1,2.5708674753897327,Local,0.0,0.0,0.25708674753897326,0.25708674753897326
0,2,1.7481054866359949,Local,0.0,0.0,0.17481054866359946,0.17481054866359946
0,3,5.80207506878687,UAV_2,0.28304085166625287,205376352.0,0.6380486203069567,0.6380486203069567
0,4,15.0,UAV_0,0.6248358144867393,805065984.0,6.7325655983134425,6.7325655983134425
0,5,2.849691713644187,Local,0.0,0.0,0.2849691713644187,0.2849691713644187
0,6,12.435522834789017,UAV_0,0.7810461834399376,2003807872.0,2.4348894385905733,2.4348894385905733
0,7,15.0,UAV_0,0.6998049215121719,534025568.0,4.536323514433996,4.536323514433996
0,8,14.831880848303781,UAV_0,0.4914860536383083,1131736320.0,2.911330949557909,2.911330949557909
0,9,4.850867912227024,UAV_1,0.1490214161624214,778678464.0,1.0842134328885937,1.0842134328885937
1,0,4.209032598668366,UAV_1,0.14514549016812892,3987793664.0,0.9750386160050415,3.603695590050652
1,1,13.847981546750205,UAV_0,0.7851557520647819,1690004352.0,2.5111970831296793,2.7682838306686524
1,2,3.6543380440095543,Local,0.0,0.0,0.3654338044009554,0.5402443530645549
1,3,3.4651026084849494,Local,0.0,0.0,0.3465102608484949,0.9845588811554516
1,4,0.9387660822891591,Local,0.0,0.0,0.09387660822891591,6.8264422065423584
1,5,3.1223948695527453,Local,0.0,0.0,0.3122394869552745,0.5972086583196932
1,6,12.159743367848968,UAV_2,0.6655179072265683,502398464.0,1.880671274982863,4.315560713573436
1,7,12.616346238778414,UAV_0,0.6115461727476548,573675968.0,1.9713082566339062,6.507631771067903
1,8,8.1067603205989,UAV_1,0.5001116543989695,227636976.0,0.9894728460179499,3.900803795575859
1,9,8.461532225697423,UAV_2,0.4647595764249679,766448768.0,1.470771066294786,2.5549844991833797
2,0,15.0,UAV_0,0.705688329020751,70277496.0,3.677545477772277,7.281241067822929
2,1,15.0,UAV_1,0.4007220627220419,690520640.0,7.451467806517889,10.21975163718654
2,2,2.503220633862674,UAV_0,0.2789862814633493,1007849600.0,0.5232395675987489,1.0634839206633038
2,3,15.0,UAV_2,0.7297152639172982,98007496.0,1.9552925088793587,2.93985139003481
2,4,1.4333894799855498,Local,0.0,0.0,0.14333894799855496,6.969781154540914
2,5,0.7995316609720526,Local,0.0,0.0,0.07995316609720525,0.6771618244168984
2,6,1.0739551019296902,UAV_1,0.1181388203338973,3089509632.0,0.27081094645390735,4.586371660027344
2,7,1.8665197858034572,Local,0.0,0.0,0.1866519785803457,6.694283749648249
2,8,2.6740908348571755,Local,0.0,0.0,0.2674090834857175,4.168212879061577
2,9,15.0,UAV_1,0.74507730713789,520260864.0,3.1909012550240563,5.7458857542074355
3,0,3.6453370059968795,Local,0.0,0.0,0.3645337005996879,7.645774768422617
3,1,1.634970321960374,Local,0.0,0.0,0.16349703219603737,10.383248669382578
3,2,15.0,UAV_2,0.2786415538846742,715047360.0,3.011090086514519,4.074574007177823
3,3,3.951976898068566,UAV_0,0.2464689799848916,1649915776.0,0.9470679848525403,3.8869193748873503
3,4,15.0,UAV_2,0.4767371104547716,114191536.0,2.8483802038198704,9.818161358360785
3,5,5.975469662318455,UAV_1,0.19861586092085087,982017984.0,1.3297119742557801,2.006873798672679
3,6,8.257900046375925,UAV_2,0.6458914533131722,4106828800.0,1.6564748696876839,6.2428465297150275
3,7,15.0,UAV_2,0.16406671918659854,97978760.0,3.087887804152342,9.782171553800591
3,8,5.063382370283398,UAV_1,0.5184875002376044,1223710464.0,0.9359465173059165,5.104159396367494
3,9,1.0828488195810466,Local,0.0,0.0,0.10828488195810465,5.854170636165541
4,0,13.31065036141282,UAV_1,0.5864479426230936,387547488.0,2.349581296479988,9.995356064902605
4,1,9.31587440774706,UAV_2,0.852473469311639,258342832.0,0.6252998625423899,11.008548531924967
4,2,1.2451288385705548,Local,0.0,0.0,0.12451288385705546,4.199086891034878
4,3,1.3259992366442743,Local,0.0,0.0,0.1325999236644274,4.019519298551778
4,4,1.5816285079819397,Local,0.0,0.0,0.15816285079819395,9.976324209158978
4,5,3.0646196899418046,Local,0.0,0.0,0.30646196899418043,2.3133357676668593
4,6,7.336353264874445,UAV_1,0.2027868816542581,250942464.0,1.2491330429072314,7.491979572622259
4,7,2.6164631187478062,Local,0.0,0.0,0.2616463118747806,10.043817865675372
4,8,8.43471899812776,UAV_1,0.047716389300684496,30867818.0,0.6994951308859934,5.803654527253487
4,9,1.0586386550340832,Local,0.0,0.0,0.10586386550340832,5.960034501668948
5,0,2.3557133779762105,Local,0.0,0.0,0.23557133779762104,10.230927402700226
5,1,15.0,UAV_1,0.38736119664250795,2377944064.0,5.953982112874087,16.962530644799052
5,2,2.5425594464427372,Local,0.0,0.0,0.2542559446442737,4.453342835679152
5,3,15.0,UAV_2,0.499737113738442,268047104.0,2.9646159014654088,6.984135200017187
5,4,0.7885410319316959,Local,0.0,0.0,0.07885410319316957,10.055178312352147
5,5,14.652531194199781,UAV_2,0.6168193041529443,566863168.0,2.4230550873869285,4.736390855053788
5,6,6.677505460959994,UAV_2,0.47602202375751584,2630681344.0,1.3584613733673674,8.850440945989625
5,7,7.989350939803997,UAV_1,0.6659807158036001,464254496.0,1.0559609773327745,11.099778843008146
5,8,1.7039121956346637,UAV_2,0.07846871573274226,565508416.0,0.4314113193790373,6.235065846632525
5,9,1.369088990292714,Local,0.0,0.0,0.1369088990292714,6.09694340069822
