Step,UAV_ID,Pos_X,Pos_Y,Fly_Energy_J,Comp_Energy_J,Total_Energy_J,Cum_Energy_J
0,0,498.60265238986415,835.3284701648857,137.0527955231829,0.24881478543078084,137.30161030861368,137.30161030861368
0,1,211.85714512599785,325.01891229473216,138.1880229537531,0.07638675468368561,138.26440970843677,138.26440970843677
0,2,788.702234859616,327.6530176215518,136.6247562030649,0.0,136.6247562030649,136.6247562030649
1,0,490.9687851355066,822.6215689727819,137.47303568513826,0.0,137.47303568513826,274.77464599375196
1,1,202.43775614805153,336.6084219895341,138.0281307858995,0.0,138.0281307858995,276.29254049433627
1,2,774.5376222096983,332.1193967102787,137.61406023901276,0.0,137.61406023901276,274.2388164420777
2,0,493.0886316697887,807.9923157443922,137.26804562840795,0.0,137.26804562840795,412.0426916221599
2,1,217.17319137629806,339.0056068224955,138.00066290412047,0.16946536513292987,138.1701282692534,414.4626687635897
2,2,760.6272961136957,334.99353786361155,134.61180792835563,0.0,134.61180792835563,408.8506243704333
3,0,482.0889754392159,798.1384968316833,137.1987072065761,0.22731746708882156,137.42602467366493,549.4687162958248
3,1,224.71688639317003,349.2818881742889,129.47815923904727,0.31286293926333875,129.7910221783106,544.2536909419003
3,2,748.3193136222333,341.72007140587334,133.8646063072248,0.22045860924644656,134.08506491647123,542.9356892869046
4,0,473.1833894616346,786.3745530373418,137.1341826558188,0.001541212557689612,137.1357238683765,686.6044401642014
4,1,238.7527815318355,344.03803029695206,138.27699446372026,0.0,138.27699446372026,682.5306854056206
4,2,738.712825542675,343.25695781341125,126.09405309049819,0.0,126.09405309049819,669.0297423774027
5,0,463.03255393808223,775.4775777282405,137.81547777814953,0.006419986227255267,137.82189776437679,824.4263379285782
5,1,245.13171128451083,351.6748075597703,125.9931530093581,0.0,125.9931530093581,808.5238384149787
5,2,732.0549931759034,347.7738781522363,128.85368606173904,0.0,128.85368606173904,797.8834284391418
6,0,457.13029219108506,761.9369835706383,137.21429743709783,0.0,137.21429743709783,961.640635365676
6,1,253.61783046975836,339.50982462734714,137.51640116615724,0.08899178276191524,137.60539294891916,946.1292313638979
6,2,717.7104100122177,349.24616511731256,135.56239919028883,0.0,135.56239919028883,933.4458276294306
7,0,445.4471024156752,753.7364136961412,134.9140105322773,0.0,134.9140105322773,1096.5546458979534
7,1,261.61801187348675,351.9013169463164,137.10977630259367,0.0192555021719117,137.1290318047656,1083.2582631686635
7,2,703.8710210145103,350.256960189271,133.26129439521304,0.4841892069932894,133.74548360220632,1067.191311231637
8,0,459.3697865852244,750.2288351937607,135.2832858067779,0.012221320260419704,135.29550712703832,1231.8501530249916
8,1,258.31768645048317,365.99929240000534,135.8317006169264,0.0,135.8317006169264,1219.0899637855898
8,2,690.4767431693695,356.1776506164283,136.6038003933731,0.025746014680920665,136.629546408054,1203.820857639691
9,0,449.0093731911551,739.6954726630106,137.231768053772,0.9146551263617928,138.14642318013378,1369.9965762051254
9,1,270.03028995839844,375.0217735455471,137.2815534136489,0.0,137.2815534136489,1356.3715171992387
