Step,User_ID,Latency_s,Association,Offload_Ratio,Allocated_Freq_Hz,Energy_J,Cum_Energy_J
0,0,2.4639972736307656,UAV_1,0.022934846441449542,468092832.0,0.2537422469231646,0.2537422469231646
0,1,2.8293257847474114,Local,0.0,0.0,0.2829325784747411,0.2829325784747411
0,2,4.099363595435448,Local,0.0,0.0,0.4099363595435448,0.4099363595435448
0,3,1.6373728194873634,UAV_0,0.07211635332176497,320086304.0,0.39364302793773664,0.39364302793773664
0,4,1.4648568029773175,Local,0.0,0.0,0.14648568029773174,0.14648568029773174
0,5,4.507699905308376,Local,0.0,0.0,0.4507699905308376,0.4507699905308376
0,6,1.4534823931523502,Local,0.0,0.0,0.145348239315235,0.145348239315235
0,7,2.580699247691342,UAV_0,0.008343002613420998,209866592.0,0.30657084627930503,0.30657084627930503
0,8,2.354736837313964,UAV_0,0.006677984009475223,1195082496.0,0.29251194916633516,0.29251194916633516
0,9,2.6097204730117625,Local,0.0,0.0,0.26097204730117624,0.26097204730117624
1,0,1.807001217716675,UAV_0,0.09429479715374242,942685632.0,0.3947572801076952,0.6484995270308598
1,1,2.1805213118651867,Local,0.0,0.0,0.21805213118651864,0.5009847096612597
1,2,1.2114704778857526,Local,0.0,0.0,0.12114704778857525,0.53108340733212
1,3,7.61733304418388,UAV_2,0.5325561990055564,1220100992.0,1.4328511905325758,1.8264942184703123
1,4,2.864785504625837,Local,0.0,0.0,0.28647855046258364,0.43296423076031537
1,5,0.8364652515279787,UAV_2,0.05643906044532593,621397952.0,0.13739082051089457,0.5881608110417322
1,6,1.301974366200283,Local,0.0,0.0,0.1301974366200283,0.2755456759352633
1,7,2.8294926255056785,Local,0.0,0.0,0.2829492625505678,0.5895201088298728
1,8,2.0981227550530797,Local,0.0,0.0,0.20981227550530798,0.5023242246716432
1,9,2.7489670844532186,UAV_2,0.005966490436104209,630820096.0,0.291102460649633,0.5520745079508093
2,0,2.1858816667599594,Local,0.0,0.0,0.2185881666759959,0.8670876937068557
2,1,2.019730483758991,Local,0.0,0.0,0.20197304837589908,0.7029577580371589
2,2,1.459389903536184,Local,0.0,0.0,0.14593899035361838,0.6770223976857384
2,3,3.4445529941881756,UAV_0,0.017989718158643257,168767216.0,0.4374555765930001,2.2639497950633123
2,4,0.9872254285290384,Local,0.0,0.0,0.09872254285290384,0.5316867736132193
2,5,3.4231618246117064,UAV_0,0.020173406421595385,1200089856.0,0.39655854737871826,0.9847193584204506
2,6,3.1350825459149756,Local,0.0,0.0,0.31350825459149756,0.5890539305267608
2,7,3.512671665154319,UAV_0,0.0012768631064427217,257977520.0,0.3614633310513509,0.9509834398812238
2,8,3.408964658054472,Local,0.0,0.0,0.3408964658054472,0.8432206904770904
2,9,2.4632929471969374,Local,0.0,0.0,0.24632929471969373,0.7984038026705029
3,0,0.6427670293566271,UAV_1,0.012584605455181062,1537819008.0,0.06509554046028138,0.932183234167137
3,1,1.031546657180264,UAV_2,0.007294406885330997,1166890624.0,0.10966841009691668,0.8126261681340755
3,2,2.8520860417700558,Local,0.0,0.0,0.28520860417700555,0.9622310018627439
3,3,2.1170714092031933,UAV_0,0.024600521657858275,142631936.0,0.3073335040553781,2.5712832991186905
3,4,1.8560011312122537,Local,0.0,0.0,0.18560011312122537,0.7172868867344446
3,5,3.442756469763157,Local,0.0,0.0,0.34427564697631563,1.328995005396766
3,6,0.7297442287281246,Local,0.0,0.0,0.07297442287281244,0.6620283533995732
3,7,4.8929536948232295,UAV_0,0.17948794276714752,117286176.0,0.6354431282401973,1.5864265681214211
3,8,3.0833141728683837,UAV_0,0.08539543706342842,1447467392.0,0.7302044525389733,1.5734251430160637
3,9,3.351120092299996,Local,0.0,0.0,0.33511200922999956,1.1335158119005024
4,0,4.264819095558354,Local,0.0,0.0,0.42648190955583537,1.3586651437229724
4,1,2.7952786817706796,UAV_0,0.03953666064108144,451539040.0,0.36868475383437344,1.181310921968449
4,2,1.319200762345972,Local,0.0,0.0,0.1319200762345972,1.0941510780973411
4,3,2.546890283429237,Local,0.0,0.0,0.2546890283429237,2.825972327461614
4,4,3.9639889913972413,Local,0.0,0.0,0.3963988991397241,1.1136857858741687
4,5,3.804410915743624,UAV_1,0.3220343101436259,2623058176.0,0.8795319916898274,2.2085269970865937
4,6,1.9022968207461421,Local,0.0,0.0,0.1902296820746142,0.8522580354741874
4,7,0.7947696192817562,Local,0.0,0.0,0.07947696192817562,1.6659035300495968
4,8,0.5579688084156028,Local,0.0,0.0,0.05579688084156028,1.629222023857624
4,9,1.3957597624977798,UAV_0,0.07645731532542963,1670848256.0,0.2370130591567985,1.370528871057301
5,0,1.7948259163641138,Local,0.0,0.0,0.17948259163641136,1.5381477353593838
5,1,4.669008544645718,UAV_0,0.011715911107411532,236475872.0,0.5108571075647327,1.6921680295331818
5,2,1.818994559786827,Local,0.0,0.0,0.18189945597868268,1.2760505340760238
