Step,User_ID,Latency_s,Association,Offload_Ratio,Allocated_Freq_Hz,Energy_J,Cum_Energy_J
0,0,1.5879996894662243,Local,0.0,0.0,0.1587999689466224,0.1587999689466224
0,1,2.5218826999557313,UAV_2,0.0011579412511073305,112190720.0,0.2540077542680753,0.2540077542680753
0,2,4.127896716084989,Local,0.0,0.0,0.41278967160849894,0.41278967160849894
0,3,3.489577460900655,Local,0.0,0.0,0.34895774609006547,0.34895774609006547
0,4,3.7693506985511087,Local,0.0,0.0,0.3769350698551109,0.3769350698551109
0,5,2.524731473901275,Local,0.0,0.0,0.2524731473901275,0.2524731473901275
0,6,1.3600538511455318,Local,0.0,0.0,0.13600538511455318,0.13600538511455318
0,7,2.8758133025534947,Local,0.0,0.0,0.28758133025534943,0.28758133025534943
0,8,2.071557332787038,Local,0.0,0.0,0.20715573327870374,0.20715573327870374
0,9,4.100676311668404,Local,0.0,0.0,0.41006763116684036,0.41006763116684036
1,0,3.0798321355922202,Local,0.0,0.0,0.30798321355922204,0.46678318250584444
1,1,1.1229552004943422,UAV_2,0.03678596112348218,1734125056.0,0.12890831747285747,0.3829160717409328
1,2,1.9600597896227967,Local,0.0,0.0,0.19600597896227967,0.6087956505707786
1,3,2.8248356580221015,UAV_1,0.009986398402024229,200963392.0,0.29090318882409594,0.6398609349141614
1,4,2.5691879765433248,Local,0.0,0.0,0.25691879765433245,0.6338538675094434
1,5,2.4493803689883724,UAV_1,0.05331601734965063,707803712.0,0.479885717054057,0.7323588644441845
1,6,0.93285601130031,Local,0.0,0.0,0.09328560113003098,0.22929098624458416
1,7,2.646866911262008,UAV_0,0.005697370319813272,58639892.0,0.2672421910574297,0.5548235213127791
1,8,2.0764036976901252,Local,0.0,0.0,0.20764036976901248,0.4147961030477162
1,9,3.9071431875747833,Local,0.0,0.0,0.3907143187574783,0.8007819499243187
2,0,5.253273547701091,UAV_2,0.296174317129978,1067024192.0,1.0715555907429946,1.538338773248839
2,1,2.642625014557605,UAV_2,0.052787860018744054,1763974784.0,0.36672288674782383,0.7496389584887566
2,2,1.805747989332909,Local,0.0,0.0,0.18057479893329087,0.7893704495040694
2,3,3.0826786449579107,Local,0.0,0.0,0.308267864495791,0.9481287994099524
2,4,3.6949148239799317,Local,0.0,0.0,0.3694914823979932,1.0033453499074365
2,5,2.964764182642234,UAV_1,0.036235239631708126,1951840768.0,0.3666499006069388,1.0990087650511233
2,6,1.1344611207528736,Local,0.0,0.0,0.11344611207528736,0.34273709831987154
2,7,2.876858296610164,Local,0.0,0.0,0.28768582966101636,0.8425093509737955
2,8,1.4885858064573958,Local,0.0,0.0,0.14885858064573956,0.5636546836934557
2,9,0.7085760837570226,Local,0.0,0.0,0.07085760837570225,0.8716395583000209
3,0,1.0428221575313446,UAV_0,0.04936384328058876,938877824.0,0.1229513301946497,1.6612901034434886
3,1,1.5696638932076006,UAV_2,0.00883415573586392,306268480.0,0.1669717592945501,0.9166107177833067
3,2,3.1595595619682344,Local,0.0,0.0,0.31595595619682343,1.105326405700893
3,3,1.4789235920436206,Local,0.0,0.0,0.14789235920436206,1.0960211586143145
3,4,2.728430874103023,Local,0.0,0.0,0.2728430874103023,1.2761884373177388
3,5,3.367417476990894,Local,0.0,0.0,0.3367417476990894,1.4357505127502126
3,6,1.9132920622289813,Local,0.0,0.0,0.1913292062228981,0.5340663045427696
3,7,1.4227660856797895,Local,0.0,0.0,0.14227660856797894,0.9847859595417745
3,8,1.2185343789524834,UAV_2,0.02439213231641596,79834824.0,0.1286581405020783,0.6923128241955341
3,9,2.5531293656784926,Local,0.0,0.0,0.2553129365678492,1.1269524948678702
4,0,3.466211307194863,Local,0.0,0.0,0.34662113071948625,2.007911234162975
4,1,3.643333196179405,Local,0.0,0.0,0.3643333196179404,1.280944037401247
4,2,4.2686024297464185,Local,0.0,0.0,0.42686024297464187,1.532186648675535
4,3,1.8817070895581718,Local,0.0,0.0,0.18817070895581717,1.2841918675701316
4,4,2.5382939919224086,Local,0.0,0.0,0.25382939919224085,1.5300178365099797
4,5,3.34662496989059,UAV_2,0.002007973829713599,5969271808.0,0.33822210107884654,1.7739726138290592
4,6,2.7479736158025228,Local,0.0,0.0,0.2747973615802522,0.8088636661230217
4,7,0.9587854780787685,UAV_0,0.5368949088141268,776080640.0,0.10616508008850861,1.090951039630283
4,8,2.5852634585455467,Local,0.0,0.0,0.2585263458545546,0.9508391700500887
4,9,2.5986510344858185,Local,0.0,0.0,0.2598651034485818,1.3868175983164521
5,0,2.227503591351951,Local,0.0,0.0,0.22275035913519511,2.2306615932981697
5,1,1.7971692138438378,Local,0.0,0.0,0.17971692138438375,1.4606609587856307
5,2,1.97510193804681,Local,0.0,0.0,0.197510193804681,1.729696842480216
5,3,1.571726633363997,UAV_0,0.7506954354232286,8269775360.0,0.31854215946386427,1.6027340270339958
5,4,3.660793169203059,Local,0.0,0.0,0.3660793169203059,1.8960971534302855
5,5,0.9010508163661187,Local,0.0,0.0,0.09010508163661186,1.864077695465671
5,6,3.670450637015059,Local,0.0,0.0,0.36704506370150586,1.1759087298245277
5,7,0.7283206833120759,Local,0.0,0.0,0.07283206833120758,1.1637831079614906
5,8,1.34111309145645,Local,0.0,0.0,0.134111309145645,1.0849504791957336
5,9,2.6552029083217343,Local,0.0,0.0,0.26552029083217343,1.6523378891486256
6,0,2.1318645401633067,Local,0.0,0.0,0.21318645401633066,2.4438480473145003
6,1,2.351794098097955,Local,0.0,0.0,0.23517940980979551,1.6958403685954262
6,2,1.666684627054633,Local,0.0,0.0,0.1666684627054633,1.8963653051856793
6,3,1.0842225915348513,UAV_0,0.05879002404175181,164193840.0,0.1776560625940394,1.7803900896280351
6,4,1.4019274142031295,Local,0.0,0.0,0.14019274142031293,2.0362898948505985
